quantity,discount,supplierID,productID,shipCountry,employeeName,orderDate,categoryName,sales_amount,categoryID,shipperName,productName,shipCity,customerID,orderID,supplierName,employeeID,unitPrice,customer_segment,_score,customerName
40,0,28,60,Brazil,Laura Callahan,1997-03-20 00:00:00.000,Dairy Products,1088.0,4,United Package,Camembert Pierrot,Rio de Janeiro,RICAR,10481,Gai pâturage,8,27.20,Medium Value,1088.0,Ricardo Adocicados
10,0,19,40,USA,Nancy Davolio,1997-03-21 00:00:00.000,Seafood,147.0,8,Federal Shipping,Boston Crab Meat,Walla Walla,LAZYK,10482,New England Seafood Cannery,1,14.70,Low Value,147.0,Lazy K Kountry Store
35,0.05,16,34,USA,Robert King,1997-03-24 00:00:00.000,Beverages,372.4,1,United Package,Sasquatch Ale,Seattle,WHITC,10483,Bigfoot Breweries,7,11.20,High Value,372.4,White Clover Markets
30,0.05,12,77,USA,Robert King,1997-03-24 00:00:00.000,Condiments,296.4,2,United Package,Original Frankfurter grüne Soße,Seattle,WHITC,10483,Plutzer Lebensmittelgroßmärkte AG,7,10.40,High Value,296.4,White Clover Markets
14,0,8,21,UK,Janet Leverling,1997-03-24 00:00:00.000,Confections,112.0,3,Federal Shipping,Sir Rodney's Scones,London,BSBEV,10484,Specialty Biscuits Ltd.,3,8.00,Low Value,112.0,B's Beverages
10,0,19,40,UK,Janet Leverling,1997-03-24 00:00:00.000,Seafood,147.0,8,Federal Shipping,Boston Crab Meat,London,BSBEV,10484,New England Seafood Cannery,3,14.70,Low Value,147.0,B's Beverages
3,0,24,51,UK,Janet Leverling,1997-03-24 00:00:00.000,Produce,127.19999999999999,7,Federal Shipping,Manjimup Dried Apples,London,BSBEV,10484,G'day Mate,3,42.40,Low Value,127.19999999999999,B's Beverages
20,0.1,1,2,Venezuela,Margaret Peacock,1997-03-25 00:00:00.000,Beverages,273.6,1,United Package,Chang,I. de Margarita,LINOD,10485,Exotic Liquids,4,15.20,Medium Value,273.6,LINO-Delicateses
20,0.1,1,3,Venezuela,Margaret Peacock,1997-03-25 00:00:00.000,Condiments,144.0,2,United Package,Aniseed Syrup,I. de Margarita,LINOD,10485,Exotic Liquids,4,8.00,Medium Value,144.0,LINO-Delicateses
30,0.1,25,55,Venezuela,Margaret Peacock,1997-03-25 00:00:00.000,Meat/Poultry,518.4,6,United Package,Pâté chinois,I. de Margarita,LINOD,10485,Ma Maison,4,19.20,Medium Value,518.4,LINO-Delicateses
60,0.1,7,70,Venezuela,Margaret Peacock,1997-03-25 00:00:00.000,Beverages,648.0,1,United Package,Outback Lager,I. de Margarita,LINOD,10485,Pavlova Ltd.,4,12.00,Medium Value,648.0,LINO-Delicateses
5,0,5,11,Venezuela,Nancy Davolio,1997-03-26 00:00:00.000,Dairy Products,84.0,4,United Package,Queso Cabrales,San Cristóbal,HILAA,10486,Cooperativa de Quesos 'Las Cabras',1,16.80,High Value,84.0,HILARION-Abastos
25,0,24,51,Venezuela,Nancy Davolio,1997-03-26 00:00:00.000,Produce,1060.0,7,United Package,Manjimup Dried Apples,San Cristóbal,HILAA,10486,G'day Mate,1,42.40,High Value,1060.0,HILARION-Abastos
16,0,4,74,Venezuela,Nancy Davolio,1997-03-26 00:00:00.000,Produce,128.0,7,United Package,Longlife Tofu,San Cristóbal,HILAA,10486,Tokyo Traders,1,8.00,High Value,128.0,HILARION-Abastos
5,0,8,19,Brazil,Andrew Fuller,1997-03-26 00:00:00.000,Confections,36.5,3,United Package,Teatime Chocolate Biscuits,Sao Paulo,QUEEN,10487,Specialty Biscuits Ltd.,2,7.30,High Value,36.5,Queen Cozinha
30,0,11,26,Brazil,Andrew Fuller,1997-03-26 00:00:00.000,Confections,747.0,3,United Package,Gumbär Gummibärchen,Sao Paulo,QUEEN,10487,Heli Süßwaren GmbH & Co. KG,2,24.90,High Value,747.0,Queen Cozinha
24,0.25,25,54,Brazil,Andrew Fuller,1997-03-26 00:00:00.000,Meat/Poultry,106.20000000000002,6,United Package,Tourtière,Sao Paulo,QUEEN,10487,Ma Maison,2,5.90,High Value,106.20000000000002,Queen Cozinha
30,0,28,59,Germany,Laura Callahan,1997-03-27 00:00:00.000,Dairy Products,1320.0,4,United Package,Raclette Courdavault,München,FRANK,10488,Gai pâturage,8,44.00,High Value,1320.0,Frankenversand
20,0.2,17,73,Germany,Laura Callahan,1997-03-27 00:00:00.000,Seafood,192.0,8,United Package,Röd Kaviar,München,FRANK,10488,Svensk Sjöföda AB,8,12.00,High Value,192.0,Frankenversand
15,0.25,5,11,Austria,Michael Suyama,1997-03-28 00:00:00.000,Dairy Products,189.0,4,United Package,Queso Cabrales,Salzburg,PICCO,10489,Cooperativa de Quesos 'Las Cabras',6,16.80,High Value,189.0,Piccolo und mehr
18,0,7,16,Austria,Michael Suyama,1997-03-28 00:00:00.000,Confections,250.20000000000002,3,United Package,Pavlova,Salzburg,PICCO,10489,Pavlova Ltd.,6,13.90,High Value,250.20000000000002,Piccolo und mehr
60,0,28,59,Venezuela,Robert King,1997-03-31 00:00:00.000,Dairy Products,2640.0,4,United Package,Raclette Courdavault,San Cristóbal,HILAA,10490,Gai pâturage,7,44.00,High Value,2640.0,HILARION-Abastos
30,0,8,68,Venezuela,Robert King,1997-03-31 00:00:00.000,Confections,300.0,3,United Package,Scottish Longbreads,San Cristóbal,HILAA,10490,Specialty Biscuits Ltd.,7,10.00,High Value,300.0,HILARION-Abastos
36,0,12,75,Venezuela,Robert King,1997-03-31 00:00:00.000,Beverages,223.20000000000002,1,United Package,Rhönbräu Klosterbier,San Cristóbal,HILAA,10490,Plutzer Lebensmittelgroßmärkte AG,7,6.20,High Value,223.20000000000002,HILARION-Abastos
15,0.15,20,44,Portugal,Laura Callahan,1997-03-31 00:00:00.000,Condiments,197.625,2,Federal Shipping,Gula Malacca,Lisboa,FURIB,10491,Leka Trading,8,15.50,Low Value,197.625,Furia Bacalhau e Frutos do Mar
7,0.15,12,77,Portugal,Laura Callahan,1997-03-31 00:00:00.000,Condiments,61.879999999999995,2,Federal Shipping,Original Frankfurter grüne Soße,Lisboa,FURIB,10491,Plutzer Lebensmittelgroßmärkte AG,8,10.40,Low Value,61.879999999999995,Furia Bacalhau e Frutos do Mar
60,0.05,11,25,Canada,Janet Leverling,1997-04-01 00:00:00.000,Confections,638.4,3,Speedy Express,NuNuCa Nuß-Nougat-Creme,Tsawassen,BOTTM,10492,Heli Süßwaren GmbH & Co. KG,3,11.20,High Value,638.4,Bottom-Dollar Markets
20,0.05,20,42,Canada,Janet Leverling,1997-04-01 00:00:00.000,Grains/Cereals,212.79999999999998,5,Speedy Express,Singaporean Hokkien Fried Mee,Tsawassen,BOTTM,10492,Leka Trading,3,11.20,High Value,212.79999999999998,Bottom-Dollar Markets
15,0.1,2,65,France,Margaret Peacock,1997-04-02 00:00:00.000,Condiments,226.8,2,Federal Shipping,Louisiana Fiery Hot Pepper Sauce,Toulouse,LAMAI,10493,New Orleans Cajun Delights,4,16.80,Medium Value,226.8,La maison d'Asie
10,0.1,2,66,France,Margaret Peacock,1997-04-02 00:00:00.000,Condiments,122.4,2,Federal Shipping,Louisiana Hot Spiced Okra,Toulouse,LAMAI,10493,New Orleans Cajun Delights,4,13.60,Medium Value,122.4,La maison d'Asie
10,0.1,15,69,France,Margaret Peacock,1997-04-02 00:00:00.000,Dairy Products,259.2,4,Federal Shipping,Gudbrandsdalsost,Toulouse,LAMAI,10493,Norske Meierier,4,28.80,Medium Value,259.2,La maison d'Asie
30,0,26,56,Brazil,Margaret Peacock,1997-04-02 00:00:00.000,Grains/Cereals,912.0,5,United Package,Gnocchi di nonna Alice,Sao Paulo,COMMI,10494,Pasta Buttini s.r.l.,4,30.40,Low Value,912.0,Comércio Mineiro
10,0,9,23,Canada,Janet Leverling,1997-04-03 00:00:00.000,Grains/Cereals,72.0,5,Federal Shipping,Tunnbröd,Vancouver,LAUGB,10495,PB Knäckebröd AB,3,7.20,Low Value,72.0,Laughing Bacchus Wine Cellars
20,0,19,41,Canada,Janet Leverling,1997-04-03 00:00:00.000,Seafood,154.0,8,Federal Shipping,Jack's New England Clam Chowder,Vancouver,LAUGB,10495,New England Seafood Cannery,3,7.70,Low Value,154.0,Laughing Bacchus Wine Cellars
5,0,12,77,Canada,Janet Leverling,1997-04-03 00:00:00.000,Condiments,52.0,2,Federal Shipping,Original Frankfurter grüne Soße,Vancouver,LAUGB,10495,Plutzer Lebensmittelgroßmärkte AG,3,10.40,Low Value,52.0,Laughing Bacchus Wine Cellars
20,0.05,14,31,Brazil,Robert King,1997-04-04 00:00:00.000,Dairy Products,190.0,4,United Package,Gorgonzola Telino,Sao Paulo,TRADH,10496,Formaggi Fortini s.r.l.,7,10.00,Low Value,190.0,Tradição Hipermercados
14,0,26,56,Germany,Robert King,1997-04-04 00:00:00.000,Grains/Cereals,425.59999999999997,5,Speedy Express,Gnocchi di nonna Alice,Frankfurt a.M.,LEHMS,10497,Pasta Buttini s.r.l.,7,30.40,High Value,425.59999999999997,Lehmanns Marktstand
25,0,14,72,Germany,Robert King,1997-04-04 00:00:00.000,Dairy Products,695.0,4,Speedy Express,Mozzarella di Giovanni,Frankfurt a.M.,LEHMS,10497,Formaggi Fortini s.r.l.,7,27.80,High Value,695.0,Lehmanns Marktstand
25,0,12,77,Germany,Robert King,1997-04-04 00:00:00.000,Condiments,260.0,2,Speedy Express,Original Frankfurter grüne Soße,Frankfurt a.M.,LEHMS,10497,Plutzer Lebensmittelgroßmärkte AG,7,10.40,High Value,260.0,Lehmanns Marktstand
14,0,10,24,Venezuela,Laura Callahan,1997-04-07 00:00:00.000,Beverages,63.0,1,United Package,Guaraná Fantástica,San Cristóbal,HILAA,10498,Refrescos Americanas LTDA,8,4.50,High Value,63.0,HILARION-Abastos
5,0,19,40,Venezuela,Laura Callahan,1997-04-07 00:00:00.000,Seafood,92.0,8,United Package,Boston Crab Meat,San Cristóbal,HILAA,10498,New England Seafood Cannery,8,18.40,High Value,92.0,HILARION-Abastos
30,0,20,42,Venezuela,Laura Callahan,1997-04-07 00:00:00.000,Grains/Cereals,420.0,5,United Package,Singaporean Hokkien Fried Mee,San Cristóbal,HILAA,10498,Leka Trading,8,14.00,High Value,420.0,HILARION-Abastos
20,0,12,28,Venezuela,Margaret Peacock,1997-04-08 00:00:00.000,Produce,912.0,7,United Package,Rössle Sauerkraut,Barquisimeto,LILAS,10499,Plutzer Lebensmittelgroßmärkte AG,4,45.60,Medium Value,912.0,LILA-Supermercado
25,0,23,49,Venezuela,Margaret Peacock,1997-04-08 00:00:00.000,Confections,500.0,3,United Package,Maxilaku,Barquisimeto,LILAS,10499,Karkki Oy,4,20.00,Medium Value,500.0,LILA-Supermercado
12,0.05,6,15,France,Michael Suyama,1997-04-09 00:00:00.000,Condiments,176.7,2,Speedy Express,Genen Shouyu,Toulouse,LAMAI,10500,Mayumi's,6,15.50,Medium Value,176.7,La maison d'Asie
8,0.05,12,28,France,Michael Suyama,1997-04-09 00:00:00.000,Produce,346.56,7,Speedy Express,Rössle Sauerkraut,Toulouse,LAMAI,10500,Plutzer Lebensmittelgroßmärkte AG,6,45.60,Medium Value,346.56,La maison d'Asie
20,0,25,54,Germany,Anne Dodsworth,1997-04-09 00:00:00.000,Meat/Poultry,149.0,6,Federal Shipping,Tourtière,Mannheim,BLAUS,10501,Ma Maison,9,7.45,Low Value,149.0,Blauer See Delikatessen
21,0,21,45,Mexico,Andrew Fuller,1997-04-10 00:00:00.000,Seafood,199.5,8,Speedy Express,Rogede sild,México D.F.,PERIC,10502,Lyngbysild,2,9.50,Low Value,199.5,Pericles Comidas clásicas
6,0,24,53,Mexico,Andrew Fuller,1997-04-10 00:00:00.000,Meat/Poultry,196.79999999999998,6,Speedy Express,Perth Pasties,México D.F.,PERIC,10502,G'day Mate,2,32.80,Low Value,196.79999999999998,Pericles Comidas clásicas
30,0,16,67,Mexico,Andrew Fuller,1997-04-10 00:00:00.000,Beverages,420.0,1,Speedy Express,Laughing Lumberjack Lager,México D.F.,PERIC,10502,Bigfoot Breweries,2,14.00,Low Value,420.0,Pericles Comidas clásicas
70,0,6,14,Ireland,Michael Suyama,1997-04-11 00:00:00.000,Produce,1627.5,7,United Package,Tofu,Cork,HUNGO,10503,Mayumi's,6,23.25,High Value,1627.5,Hungry Owl All-Night Grocers
20,0,2,65,Ireland,Michael Suyama,1997-04-11 00:00:00.000,Condiments,421.0,2,United Package,Louisiana Fiery Hot Pepper Sauce,Cork,HUNGO,10503,New Orleans Cajun Delights,6,21.05,High Value,421.0,Hungry Owl All-Night Grocers
12,0,1,2,USA,Margaret Peacock,1997-04-11 00:00:00.000,Beverages,228.0,1,Federal Shipping,Chang,Seattle,WHITC,10504,Exotic Liquids,4,19.00,High Value,228.0,White Clover Markets
12,0,8,21,USA,Margaret Peacock,1997-04-11 00:00:00.000,Confections,120.0,3,Federal Shipping,Sir Rodney's Scones,Seattle,WHITC,10504,Specialty Biscuits Ltd.,4,10.00,High Value,120.0,White Clover Markets
10,0,24,53,USA,Margaret Peacock,1997-04-11 00:00:00.000,Meat/Poultry,328.0,6,Federal Shipping,Perth Pasties,Seattle,WHITC,10504,G'day Mate,4,32.80,High Value,328.0,White Clover Markets
25,0,29,61,USA,Margaret Peacock,1997-04-11 00:00:00.000,Condiments,712.5,2,Federal Shipping,Sirop d'érable,Seattle,WHITC,10504,Forêts d'érables,4,28.50,High Value,712.5,White Clover Markets
3,0,29,62,Canada,Janet Leverling,1997-04-14 00:00:00.000,Confections,147.89999999999998,3,Federal Shipping,Tarte au sucre,Montréal,MEREP,10505,Forêts d'érables,3,49.30,High Value,147.89999999999998,Mère Paillarde
18,0.1,11,25,Germany,Anne Dodsworth,1997-04-15 00:00:00.000,Confections,226.8,3,United Package,NuNuCa Nuß-Nougat-Creme,Brandenburg,KOENE,10506,Heli Süßwaren GmbH & Co. KG,9,14.00,High Value,226.8,Königlich Essen
14,0.1,7,70,Germany,Anne Dodsworth,1997-04-15 00:00:00.000,Beverages,189.0,1,United Package,Outback Lager,Brandenburg,KOENE,10506,Pavlova Ltd.,9,15.00,High Value,189.0,Königlich Essen
15,0.15,20,43,Mexico,Robert King,1997-04-15 00:00:00.000,Beverages,586.5,1,Speedy Express,Ipoh Coffee,México D.F.,ANTON,10507,Leka Trading,7,46.00,Low Value,586.5,Antonio Moreno Taquería
15,0.15,22,48,Mexico,Robert King,1997-04-15 00:00:00.000,Confections,162.5625,3,Speedy Express,Chocolade,México D.F.,ANTON,10507,Zaanse Snoepfabriek,7,12.75,Low Value,162.5625,Antonio Moreno Taquería
10,0,6,13,Germany,Nancy Davolio,1997-04-16 00:00:00.000,Seafood,60.0,8,United Package,Konbu,Köln,OTTIK,10508,Mayumi's,1,6.00,Medium Value,60.0,Ottilies Käseladen
10,0,18,39,Germany,Nancy Davolio,1997-04-16 00:00:00.000,Beverages,180.0,1,United Package,Chartreuse verte,Köln,OTTIK,10508,Aux joyeux ecclésiastiques,1,18.00,Medium Value,180.0,Ottilies Käseladen
3,0,12,28,Germany,Margaret Peacock,1997-04-17 00:00:00.000,Produce,136.8,7,Speedy Express,Rössle Sauerkraut,Mannheim,BLAUS,10509,Plutzer Lebensmittelgroßmärkte AG,4,45.60,Low Value,136.8,Blauer See Delikatessen
36,0,12,29,USA,Michael Suyama,1997-04-18 00:00:00.000,Meat/Poultry,4456.4400000000005,6,Federal Shipping,Thüringer Rostbratwurst,Boise,SAVEA,10510,Plutzer Lebensmittelgroßmärkte AG,6,123.79,High Value,4456.4400000000005,Save-a-lot Markets
36,0.1,12,75,USA,Michael Suyama,1997-04-18 00:00:00.000,Beverages,251.1,1,Federal Shipping,Rhönbräu Klosterbier,Boise,SAVEA,10510,Plutzer Lebensmittelgroßmärkte AG,6,7.75,High Value,251.1,Save-a-lot Markets
50,0.15,2,4,France,Margaret Peacock,1997-04-18 00:00:00.000,Condiments,935.0,2,Federal Shipping,Chef Anton's Cajun Seasoning,Marseille,BONAP,10511,New Orleans Cajun Delights,4,22.00,High Value,935.0,Bon app'
50,0.15,3,7,France,Margaret Peacock,1997-04-18 00:00:00.000,Produce,1275.0,7,Federal Shipping,Uncle Bob's Organic Dried Pears,Marseille,BONAP,10511,Grandma Kelly's Homestead,4,30.00,High Value,1275.0,Bon app'
10,0.15,3,8,France,Margaret Peacock,1997-04-18 00:00:00.000,Condiments,340.0,2,Federal Shipping,Northwoods Cranberry Sauce,Marseille,BONAP,10511,Grandma Kelly's Homestead,4,40.00,High Value,340.0,Bon app'
10,0.15,10,24,Brazil,Robert King,1997-04-21 00:00:00.000,Beverages,38.25,1,United Package,Guaraná Fantástica,Sao Paulo,FAMIA,10512,Refrescos Americanas LTDA,7,4.50,Low Value,38.25,Familia Arquibaldo
9,0.15,21,46,Brazil,Robert King,1997-04-21 00:00:00.000,Seafood,91.8,8,United Package,Spegesild,Sao Paulo,FAMIA,10512,Lyngbysild,7,12.00,Low Value,91.8,Familia Arquibaldo
6,0.15,22,47,Brazil,Robert King,1997-04-21 00:00:00.000,Confections,48.449999999999996,3,United Package,Zaanse koeken,Sao Paulo,FAMIA,10512,Zaanse Snoepfabriek,7,9.50,Low Value,48.449999999999996,Familia Arquibaldo
12,0.15,28,60,Brazil,Robert King,1997-04-21 00:00:00.000,Dairy Products,346.8,4,United Package,Camembert Pierrot,Sao Paulo,FAMIA,10512,Gai pâturage,7,34.00,Low Value,346.8,Familia Arquibaldo
40,0.2,8,21,Germany,Robert King,1997-04-22 00:00:00.000,Confections,320.0,3,Speedy Express,Sir Rodney's Scones,Stuttgart,WANDK,10513,Specialty Biscuits Ltd.,7,10.00,Medium Value,320.0,Die Wandernde Kuh
50,0.2,14,32,Germany,Robert King,1997-04-22 00:00:00.000,Dairy Products,1280.0,4,Speedy Express,Mascarpone Fabioli,Stuttgart,WANDK,10513,Formaggi Fortini s.r.l.,7,32.00,Medium Value,1280.0,Die Wandernde Kuh
15,0.2,29,61,Germany,Robert King,1997-04-22 00:00:00.000,Condiments,342.0,2,Speedy Express,Sirop d'érable,Stuttgart,WANDK,10513,Forêts d'érables,7,28.50,Medium Value,342.0,Die Wandernde Kuh
39,0,8,20,Austria,Janet Leverling,1997-04-22 00:00:00.000,Confections,3159.0,3,United Package,Sir Rodney's Marmalade,Graz,ERNSH,10514,Specialty Biscuits Ltd.,3,81.00,High Value,3159.0,Ernst Handel
35,0,12,28,Austria,Janet Leverling,1997-04-22 00:00:00.000,Produce,1596.0,7,United Package,Rössle Sauerkraut,Graz,ERNSH,10514,Plutzer Lebensmittelgroßmärkte AG,3,45.60,High Value,1596.0,Ernst Handel
70,0,26,56,Austria,Janet Leverling,1997-04-22 00:00:00.000,Grains/Cereals,2660.0,5,United Package,Gnocchi di nonna Alice,Graz,ERNSH,10514,Pasta Buttini s.r.l.,3,38.00,High Value,2660.0,Ernst Handel
39,0,2,65,Austria,Janet Leverling,1997-04-22 00:00:00.000,Condiments,820.95,2,United Package,Louisiana Fiery Hot Pepper Sauce,Graz,ERNSH,10514,New Orleans Cajun Delights,3,21.05,High Value,820.95,Ernst Handel
50,0,12,75,Austria,Janet Leverling,1997-04-22 00:00:00.000,Beverages,387.5,1,United Package,Rhönbräu Klosterbier,Graz,ERNSH,10514,Plutzer Lebensmittelgroßmärkte AG,3,7.75,High Value,387.5,Ernst Handel
16,0.15,4,9,Germany,Andrew Fuller,1997-04-23 00:00:00.000,Meat/Poultry,1319.2,6,Speedy Express,Mishi Kobe Niku,Cunewalde,QUICK,10515,Tokyo Traders,2,97.00,High Value,1319.2,QUICK-Stop
50,0,7,16,Germany,Andrew Fuller,1997-04-23 00:00:00.000,Confections,872.5,3,Speedy Express,Pavlova,Cunewalde,QUICK,10515,Pavlova Ltd.,2,17.45,High Value,872.5,QUICK-Stop
120,0,11,27,Germany,Andrew Fuller,1997-04-23 00:00:00.000,Confections,5268.0,3,Speedy Express,Schoggi Schokolade,Cunewalde,QUICK,10515,Heli Süßwaren GmbH & Co. KG,2,43.90,High Value,5268.0,QUICK-Stop
16,0.15,15,33,Germany,Andrew Fuller,1997-04-23 00:00:00.000,Dairy Products,34.0,4,Speedy Express,Geitost,Cunewalde,QUICK,10515,Norske Meierier,2,2.50,High Value,34.0,QUICK-Stop
84,0.15,28,60,Germany,Andrew Fuller,1997-04-23 00:00:00.000,Dairy Products,2427.6,4,Speedy Express,Camembert Pierrot,Cunewalde,QUICK,10515,Gai pâturage,2,34.00,High Value,2427.6,QUICK-Stop
25,0.1,7,18,Ireland,Andrew Fuller,1997-04-24 00:00:00.000,Seafood,1406.25,8,Federal Shipping,Carnarvon Tigers,Cork,HUNGO,10516,Pavlova Ltd.,2,62.50,High Value,1406.25,Hungry Owl All-Night Grocers
80,0.1,19,41,Ireland,Andrew Fuller,1997-04-24 00:00:00.000,Seafood,694.8000000000001,8,Federal Shipping,Jack's New England Clam Chowder,Cork,HUNGO,10516,New England Seafood Cannery,2,9.65,High Value,694.8000000000001,Hungry Owl All-Night Grocers
20,0,20,42,Ireland,Andrew Fuller,1997-04-24 00:00:00.000,Grains/Cereals,280.0,5,Federal Shipping,Singaporean Hokkien Fried Mee,Cork,HUNGO,10516,Leka Trading,2,14.00,High Value,280.0,Hungry Owl All-Night Grocers
6,0,24,52,UK,Janet Leverling,1997-04-24 00:00:00.000,Grains/Cereals,42.0,5,Federal Shipping,Filo Mix,London,NORTS,10517,G'day Mate,3,7.00,Low Value,42.0,North/South
4,0,28,59,UK,Janet Leverling,1997-04-24 00:00:00.000,Dairy Products,220.0,4,Federal Shipping,Raclette Courdavault,London,NORTS,10517,Gai pâturage,3,55.00,Low Value,220.0,North/South
6,0,7,70,UK,Janet Leverling,1997-04-24 00:00:00.000,Beverages,90.0,1,Federal Shipping,Outback Lager,London,NORTS,10517,Pavlova Ltd.,3,15.00,Low Value,90.0,North/South
5,0,10,24,Mexico,Margaret Peacock,1997-04-25 00:00:00.000,Beverages,22.5,1,United Package,Guaraná Fantástica,México D.F.,TORTU,10518,Refrescos Americanas LTDA,4,4.50,Medium Value,22.5,Tortuga Restaurante
15,0,18,38,Mexico,Margaret Peacock,1997-04-25 00:00:00.000,Beverages,3952.5,1,United Package,Côte de Blaye,México D.F.,TORTU,10518,Aux joyeux ecclésiastiques,4,263.50,Medium Value,3952.5,Tortuga Restaurante
9,0,20,44,Mexico,Margaret Peacock,1997-04-25 00:00:00.000,Condiments,175.04999999999998,2,United Package,Gula Malacca,México D.F.,TORTU,10518,Leka Trading,4,19.45,Medium Value,175.04999999999998,Tortuga Restaurante
16,0.05,4,10,Switzerland,Michael Suyama,1997-04-28 00:00:00.000,Seafood,471.2,8,Federal Shipping,Ikura,Bern,CHOPS,10519,Tokyo Traders,6,31.00,Medium Value,471.2,Chop-suey Chinese
40,0,26,56,Switzerland,Michael Suyama,1997-04-28 00:00:00.000,Grains/Cereals,1520.0,5,Federal Shipping,Gnocchi di nonna Alice,Bern,CHOPS,10519,Pasta Buttini s.r.l.,6,38.00,Medium Value,1520.0,Chop-suey Chinese
10,0.05,28,60,Switzerland,Michael Suyama,1997-04-28 00:00:00.000,Dairy Products,323.0,4,Federal Shipping,Camembert Pierrot,Bern,CHOPS,10519,Gai pâturage,6,34.00,Medium Value,323.0,Chop-suey Chinese
8,0,10,24,Norway,Robert King,1997-04-29 00:00:00.000,Beverages,36.0,1,Speedy Express,Guaraná Fantástica,Stavern,SANTG,10520,Refrescos Americanas LTDA,7,4.50,Low Value,36.0,Santé Gourmet
5,0,24,53,Norway,Robert King,1997-04-29 00:00:00.000,Meat/Poultry,164.0,6,Speedy Express,Perth Pasties,Stavern,SANTG,10520,G'day Mate,7,32.80,Low Value,164.0,Santé Gourmet
3,0,16,35,Argentina,Laura Callahan,1997-04-29 00:00:00.000,Beverages,54.0,1,United Package,Steeleye Stout,Buenos Aires,CACTU,10521,Bigfoot Breweries,8,18.00,Low Value,54.0,Cactus Comidas para llevar
10,0,19,41,Argentina,Laura Callahan,1997-04-29 00:00:00.000,Seafood,96.5,8,United Package,Jack's New England Clam Chowder,Buenos Aires,CACTU,10521,New England Seafood Cannery,8,9.65,Low Value,96.5,Cactus Comidas para llevar
6,0,8,68,Argentina,Laura Callahan,1997-04-29 00:00:00.000,Confections,75.0,3,United Package,Scottish Longbreads,Buenos Aires,CACTU,10521,Specialty Biscuits Ltd.,8,12.50,Low Value,75.0,Cactus Comidas para llevar
40,0.2,1,1,Germany,Margaret Peacock,1997-04-30 00:00:00.000,Beverages,576.0,1,Speedy Express,Chai,Frankfurt a.M.,LEHMS,10522,Exotic Liquids,4,18.00,High Value,576.0,Lehmanns Marktstand
24,0,3,8,Germany,Margaret Peacock,1997-04-30 00:00:00.000,Condiments,960.0,2,Speedy Express,Northwoods Cranberry Sauce,Frankfurt a.M.,LEHMS,10522,Grandma Kelly's Homestead,4,40.00,High Value,960.0,Lehmanns Marktstand
20,0.2,13,30,Germany,Margaret Peacock,1997-04-30 00:00:00.000,Seafood,414.24,8,Speedy Express,Nord-Ost Matjeshering,Frankfurt a.M.,LEHMS,10522,Nord-Ost-Fisch Handelsgesellschaft mbH,4,25.89,High Value,414.24,Lehmanns Marktstand
25,0.2,19,40,Germany,Margaret Peacock,1997-04-30 00:00:00.000,Seafood,368.0,8,Speedy Express,Boston Crab Meat,Frankfurt a.M.,LEHMS,10522,New England Seafood Cannery,4,18.40,High Value,368.0,Lehmanns Marktstand
25,0.1,7,17,UK,Robert King,1997-05-01 00:00:00.000,Meat/Poultry,877.5,6,United Package,Alice Mutton,London,SEVES,10523,Pavlova Ltd.,7,39.00,Medium Value,877.5,Seven Seas Imports
15,0.1,8,20,UK,Robert King,1997-05-01 00:00:00.000,Confections,1093.5,3,United Package,Sir Rodney's Marmalade,London,SEVES,10523,Specialty Biscuits Ltd.,7,81.00,Medium Value,1093.5,Seven Seas Imports
18,0.1,17,37,UK,Robert King,1997-05-01 00:00:00.000,Seafood,421.2,8,United Package,Gravad lax,London,SEVES,10523,Svensk Sjöföda AB,7,26.00,Medium Value,421.2,Seven Seas Imports
6,0.1,19,41,UK,Robert King,1997-05-01 00:00:00.000,Seafood,52.11000000000001,8,United Package,Jack's New England Clam Chowder,London,SEVES,10523,New England Seafood Cannery,7,9.65,Medium Value,52.11000000000001,Seven Seas Imports
2,0,4,10,Sweden,Nancy Davolio,1997-05-01 00:00:00.000,Seafood,62.0,8,United Package,Ikura,Luleå,BERGS,10524,Tokyo Traders,1,31.00,High Value,62.0,Berglunds snabbköp
10,0,13,30,Sweden,Nancy Davolio,1997-05-01 00:00:00.000,Seafood,258.9,8,United Package,Nord-Ost Matjeshering,Luleå,BERGS,10524,Nord-Ost-Fisch Handelsgesellschaft mbH,1,25.89,High Value,258.9,Berglunds snabbköp
60,0,20,43,Sweden,Nancy Davolio,1997-05-01 00:00:00.000,Beverages,2760.0,1,United Package,Ipoh Coffee,Luleå,BERGS,10524,Leka Trading,1,46.00,High Value,2760.0,Berglunds snabbköp
15,0,25,54,Sweden,Nancy Davolio,1997-05-01 00:00:00.000,Meat/Poultry,111.75,6,United Package,Tourtière,Luleå,BERGS,10524,Ma Maison,1,7.45,High Value,111.75,Berglunds snabbköp
30,0,17,36,France,Nancy Davolio,1997-05-02 00:00:00.000,Seafood,570.0,8,United Package,Inlagd Sill,Marseille,BONAP,10525,Svensk Sjöföda AB,1,19.00,High Value,570.0,Bon app'
15,0.1,19,40,France,Nancy Davolio,1997-05-02 00:00:00.000,Seafood,248.4,8,United Package,Boston Crab Meat,Marseille,BONAP,10525,New England Seafood Cannery,1,18.40,High Value,248.4,Bon app'
