LoanAccountTransactionId;SourceId;TransactionDateId;ValueDateId;EntryDateID;LoanAccountId;TransactionTypeId;TransactionStatus;RectifyStatus;TransactionCurrencyId;TransactionAmount;TransactionAmountSEK;CounterpartClearingNumber;CounterPartBic;CounterPartIban;TransactionReference;ExchangeRateId;TransactionText;AccountServicerReference;CounterPartId;CounterPartAccountNumber;CounterPartBankName;TransactionDateTime;IsDirectDebit;GLAccount;EventName;InvoiceId
1142648;8;20230421;20230328;20230328;145;1870;NULL;NULL;49;-59,67;-673,32523;NULL;NULL;NULL;00446003451-45619622;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142649;8;20230421;20230328;20230328;152;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003451-45586374;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142650;8;20230421;20230328;20230328;152;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003451-45619700;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142651;8;20230421;20230328;20230328;152;1870;NULL;NULL;49;-181,06;-2043,1082;NULL;NULL;NULL;00446003451-45586376;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142652;8;20230421;20230328;20230328;152;1870;NULL;NULL;49;-133,14;-1502,37173;NULL;NULL;NULL;00446003451-45619702;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142653;8;20230421;20230328;20230328;152;1870;NULL;NULL;49;-46,51;-524,82582;NULL;NULL;NULL;00446003451-45619696;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142654;8;20230421;20230328;20230328;155;1821;NULL;NULL;49;-8715,79;-98350,28173;NULL;NULL;NULL;00446003451-45619712;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142655;8;20230421;20230328;20230328;155;1870;NULL;NULL;49;-160,11;-1806,70526;NULL;NULL;NULL;00446003451-45619706;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142656;8;20230421;20230328;20230328;162;1870;NULL;NULL;49;-478,49;-5399,35293;NULL;NULL;NULL;00446003451-45619743;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142657;8;20230421;20230328;20230328;183;1769;NULL;NULL;49;-35,42;-399,68459;NULL;NULL;NULL;00446003451-45586418;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142658;8;20230421;20230328;20230328;183;1769;NULL;NULL;49;-35,42;-399,68459;NULL;NULL;NULL;00446003451-45619905;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142659;8;20230421;20230328;20230328;183;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003451-45619907;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142660;8;20230421;20230328;20230328;183;1870;NULL;NULL;49;-357,75;-4036,90466;NULL;NULL;NULL;00446003451-45586420;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142661;8;20230421;20230328;20230328;183;1870;NULL;NULL;49;-357,75;-4036,90466;NULL;NULL;NULL;00446003451-45619909;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142662;8;20230421;20230328;20230328;190;1870;NULL;NULL;49;-218,37;-2464,11984;NULL;NULL;NULL;00446003451-45579092;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142663;8;20230421;20230328;20230328;196;1870;NULL;NULL;49;-728,2;-8217,11803;NULL;NULL;NULL;00446003451-45578990;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142664;8;20230421;20230328;20230328;196;1870;NULL;NULL;49;-231,33;-2610,36242;NULL;NULL;NULL;00446003451-45579002;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142665;8;20230421;20230328;20230328;196;1870;NULL;NULL;49;-230,71;-2603,36625;NULL;NULL;NULL;00446003451-45578998;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142666;8;20230421;20230328;20230328;196;1870;NULL;NULL;49;-230,12;-2596,7086;NULL;NULL;NULL;00446003451-45578994;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142667;8;20230421;20230328;20230328;205;1870;NULL;NULL;49;-389,66;-4396,98189;NULL;NULL;NULL;00446003451-45620318;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142668;8;20230421;20230328;20230328;217;1870;NULL;NULL;49;-257,64;-2907,24841;NULL;NULL;NULL;00446003451-45620569;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142669;8;20230421;20230328;20230328;229;1870;NULL;NULL;49;-63,92;-721,28287;NULL;NULL;NULL;00446003451-45620702;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142670;8;20230421;20230328;20230328;248;1870;NULL;NULL;49;-363,47;-4101,45;NULL;NULL;NULL;00446003451-45620907;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142671;8;20230421;20230328;20230328;263;1870;NULL;NULL;49;-390,42;-4405,55784;NULL;NULL;NULL;00446003451-45621093;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142672;8;20230421;20230328;20230328;279;1821;NULL;NULL;49;-38,11;-430,03896;NULL;NULL;NULL;00446003452-45645365;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142673;8;20230421;20230328;20230328;279;1870;NULL;NULL;49;-190,53;-2149,9691;NULL;NULL;NULL;00446003452-45645359;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142674;8;20230421;20230328;20230328;287;1821;NULL;NULL;49;-11,04;-124,57702;NULL;NULL;NULL;00446003451-45621696;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142675;8;20230421;20230328;20230328;287;1870;NULL;NULL;49;-55,18;-622,6594;NULL;NULL;NULL;00446003451-45621690;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142676;8;20230421;20230328;20230328;308;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003451-45621867;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142677;8;20230421;20230328;20230328;308;1870;NULL;NULL;49;-297,4;-3355,90621;NULL;NULL;NULL;00446003451-45586926;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142678;8;20230421;20230328;20230328;308;1870;NULL;NULL;49;-297,4;-3355,90621;NULL;NULL;NULL;00446003451-45621869;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142679;8;20230421;20230328;20230328;326;1769;NULL;NULL;49;-26,93;-303,88216;NULL;NULL;NULL;00446003451-45587020;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142680;8;20230421;20230328;20230328;326;1769;NULL;NULL;49;-26,86;-303,09227;NULL;NULL;NULL;00446003451-45622172;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142681;8;20230421;20230328;20230328;326;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003451-45587022;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142682;8;20230421;20230328;20230328;326;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003451-45622174;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142683;8;20230421;20230328;20230328;326;1870;NULL;NULL;49;-272,05;-3069,85301;NULL;NULL;NULL;00446003451-45587024;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142684;8;20230421;20230328;20230328;326;1870;NULL;NULL;49;-271,35;-3061,9541;NULL;NULL;NULL;00446003451-45622176;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142685;8;20230421;20230328;20230328;341;1870;NULL;NULL;49;-150,83;-1701,98834;NULL;NULL;NULL;00446003451-45622304;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142686;8;20230421;20230328;20230328;344;1870;NULL;NULL;49;-253,54;-2860,98339;NULL;NULL;NULL;00446003451-45622398;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142687;8;20230421;20230328;20230328;355;1870;NULL;NULL;49;-78,19;-882,30769;NULL;NULL;NULL;00446003452-45702672;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142688;8;20230421;20230328;20230328;357;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003452-45656548;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142689;8;20230421;20230328;20230328;357;1870;NULL;NULL;49;-270,16;-3048,52596;NULL;NULL;NULL;00446003451-45593142;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142690;8;20230421;20230328;20230328;357;1870;NULL;NULL;49;-270,16;-3048,52596;NULL;NULL;NULL;00446003452-45656550;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142691;8;20230421;20230328;20230328;360;1870;NULL;NULL;49;-122,87;-1386,48351;NULL;NULL;NULL;00446003451-45602211;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142692;8;20230421;20230328;20230328;361;1870;NULL;NULL;49;-17,68;-199,50377;NULL;NULL;NULL;00446003451-45636611;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142693;8;20230421;20230328;20230328;367;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003451-45602247;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142694;8;20230421;20230328;20230328;367;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003452-45702758;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142695;8;20230421;20230328;20230328;367;1870;NULL;NULL;49;-187,33;-2113,85982;NULL;NULL;NULL;00446003451-45602249;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142696;8;20230421;20230328;20230328;367;1870;NULL;NULL;49;-184,34;-2080,12021;NULL;NULL;NULL;00446003452-45702760;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142697;8;20230421;20230328;20230328;368;1870;NULL;NULL;49;-46,33;-522,79467;NULL;NULL;NULL;00446003451-45634833;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142698;8;20230421;20230328;20230328;373;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003451-45632672;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142699;8;20230421;20230328;20230328;373;1870;NULL;NULL;49;-108;-1218,6882;NULL;NULL;NULL;00446003451-45591836;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142700;8;20230421;20230328;20230328;373;1870;NULL;NULL;49;-108;-1218,6882;NULL;NULL;NULL;00446003451-45632674;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142701;8;20230421;20230328;20230328;377;1870;NULL;NULL;49;-649,17;-7325,33166;NULL;NULL;NULL;00446003452-45697079;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142702;8;20230421;20230328;20230328;382;1870;NULL;NULL;49;-49,91;-563,19193;NULL;NULL;NULL;00446003452-45698088;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142703;8;20230421;20230328;20230328;387;1870;NULL;NULL;49;-246,65;-2783,2356;NULL;NULL;NULL;00446003452-45702940;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142704;8;20230421;20230328;20230328;389;1870;NULL;NULL;49;-229,53;-2590,05095;NULL;NULL;NULL;00446003451-45602459;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142705;8;20230421;20230328;20230328;391;1870;NULL;NULL;49;-317,39;-3581,47637;NULL;NULL;NULL;00446003452-45696238;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142706;8;20230421;20230328;20230328;392;1869;NULL;NULL;49;-8;-90,2732;NULL;NULL;NULL;00446003451-45631021;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142707;8;20230421;20230328;20230328;392;1870;NULL;NULL;49;-154,98;-1748,81757;NULL;NULL;NULL;00446003451-45631023;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142708;8;20230421;20230328;20230328;393;1870;NULL;NULL;49;-319,22;-3602,12636;NULL;NULL;NULL;00446003452-45658930;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142709;8;20230421;20230328;20230328;394;1870;NULL;NULL;49;-151,08;-1704,80938;NULL;NULL;NULL;00446003452-45703105;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142710;8;20230421;20230328;20230328;397;1821;NULL;NULL;49;-50;-564,2075;NULL;NULL;NULL;00446003452-45703149;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917525;8;20230104;20230104;20230104;93;1821;NULL;NULL;49;-0,17;-1,89599;NULL;NULL;NULL;00446003351-41627476;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917526;8;20230104;20230104;20230104;93;1870;NULL;NULL;49;-459,83;-5128,43801;NULL;NULL;NULL;00446003351-41627472;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917527;8;20230104;20230104;20230104;98;1821;NULL;NULL;49;-17,57;-195,95645;NULL;NULL;NULL;00446003351-41627492;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917528;8;20230104;20230104;20230104;98;1870;NULL;NULL;49;-532,43;-5938,13855;NULL;NULL;NULL;00446003351-41627488;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917529;8;20230104;20230104;20230104;155;1870;NULL;NULL;49;-154,39;-1721,89623;NULL;NULL;NULL;00446003351-41627533;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917530;8;20230104;20230104;20230104;322;1769;NULL;NULL;49;-5;-55,7645;NULL;NULL;NULL;00446003351-41627714;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917531;8;20230104;20230104;20230104;322;1821;NULL;NULL;49;-156,33;-1743,53286;NULL;NULL;NULL;00446003351-41627720;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917532;8;20230104;20230104;20230104;322;1870;NULL;NULL;49;-157,57;-1757,36245;NULL;NULL;NULL;00446003351-41627716;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917533;8;20230104;20230104;20230104;478;1950;NULL;NULL;49;15000;167293,5;NULL;NULL;NULL;00000000000-41625139;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917534;8;20230104;20230104;20230104;490;1950;NULL;NULL;49;15000;167293,5;NULL;NULL;NULL;00000000000-41625236;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917535;8;20230104;20230104;20230104;492;1950;NULL;NULL;49;8000;89223,2;NULL;NULL;NULL;00000000000-41625374;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
917536;8;20230104;20230104;20230104;496;1950;NULL;NULL;49;13817,7;154107,4263;NULL;NULL;NULL;00000000000-41625484;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
918247;8;20230106;20230106;20230106;308;1870;NULL;NULL;49;-289,52;-3228,98761;NULL;NULL;NULL;00446003358-41668727;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1032454;8;20230111;20230111;20230111;271;1870;NULL;NULL;49;-12,65;-141,08419;NULL;NULL;NULL;00446003364-41690023;2883;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1033735;8;20230118;20230118;20230118;24;1769;NULL;NULL;49;-37,48;-422,92994;NULL;NULL;NULL;00446003379-42460540;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1033736;8;20230118;20230118;20230118;24;1870;NULL;NULL;49;-394,49;-4451,48433;NULL;NULL;NULL;00446003379-42460542;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1033737;8;20230118;20230118;20230118;37;1870;NULL;NULL;49;-386,7;-4363,58081;NULL;NULL;NULL;00446003379-42460621;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1033738;8;20230118;20230118;20230118;52;1769;NULL;NULL;49;-41,59;-469,3078;NULL;NULL;NULL;00446003379-42460693;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1033739;8;20230118;20230118;20230118;52;1870;NULL;NULL;49;-437,74;-4939,52382;NULL;NULL;NULL;00446003379-42460695;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1033740;8;20230118;20230118;20230118;248;1870;NULL;NULL;49;-359,41;-4055,63635;NULL;NULL;NULL;00446003379-42460655;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1033741;8;20230118;20230118;20230118;328;1821;NULL;NULL;49;-25015,38;-282277,3002;NULL;NULL;NULL;00446003379-42460748;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1033742;8;20230118;20230118;20230118;328;1870;NULL;NULL;49;-370,62;-4182,13167;NULL;NULL;NULL;00446003379-42460744;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1033743;8;20230118;20230118;20230118;353;1821;NULL;NULL;49;-71,62;-808,17082;NULL;NULL;NULL;00446003379-42469064;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1033744;8;20230118;20230118;20230118;353;1870;NULL;NULL;49;-28,38;-320,24418;NULL;NULL;NULL;00446003379-42469060;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1034514;8;20230120;20230120;20230120;223;1870;NULL;NULL;49;-444,41;-5014,7891;NULL;NULL;NULL;00446003385-42487088;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1034515;8;20230120;20230120;20230120;360;1870;NULL;NULL;49;-124,79;-1408,14908;NULL;NULL;NULL;00446003385-42492595;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1034516;8;20230120;20230120;20230120;444;1870;NULL;NULL;49;-53,81;-607,20011;NULL;NULL;NULL;00446003385-42492836;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1034517;8;20230120;20230120;20230120;459;1870;NULL;NULL;49;-174,64;-1970,66396;NULL;NULL;NULL;00446003385-42492862;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1034892;8;20230124;20230124;20230124;410;1870;NULL;NULL;49;-52,56;-593,09492;NULL;NULL;NULL;00446003391-42518446;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142711;8;20230421;20230328;20230328;397;1870;NULL;NULL;49;-54,8;-618,37142;NULL;NULL;NULL;00446003452-45703143;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142712;8;20230421;20230328;20230328;400;1870;NULL;NULL;49;-277,98;-3136,76802;NULL;NULL;NULL;00446003451-45634519;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142713;8;20230421;20230328;20230328;404;1870;NULL;NULL;49;-725,07;-8181,79864;NULL;NULL;NULL;00446003452-45703546;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142714;8;20230421;20230328;20230328;408;1821;NULL;NULL;49;-904,5;-10206,51368;NULL;NULL;NULL;00446003452-45665520;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142715;8;20230421;20230328;20230328;408;1870;NULL;NULL;49;-17,81;-200,97071;NULL;NULL;NULL;00446003452-45665514;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142716;8;20230421;20230328;20230328;410;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003452-45703360;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142717;8;20230421;20230328;20230328;410;1870;NULL;NULL;49;-52,87;-596,59301;NULL;NULL;NULL;00446003451-45602357;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142718;8;20230421;20230328;20230328;410;1870;NULL;NULL;49;-52,87;-596,59301;NULL;NULL;NULL;00446003452-45703362;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142719;8;20230421;20230328;20230328;412;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003451-45602373;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142720;8;20230421;20230328;20230328;412;1821;NULL;NULL;49;-105,42;-1189,57509;NULL;NULL;NULL;00446003452-45703376;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142721;8;20230421;20230328;20230328;412;1870;NULL;NULL;49;-422,69;-4769,69736;NULL;NULL;NULL;00446003452-45703370;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142722;8;20230421;20230328;20230328;412;1870;NULL;NULL;49;-87,02;-981,94673;NULL;NULL;NULL;00446003451-45602369;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142723;8;20230421;20230328;20230328;412;1870;NULL;NULL;49;-12,4;-139,92346;NULL;NULL;NULL;00446003451-45602375;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142724;8;20230421;20230328;20230328;418;1870;NULL;NULL;49;-211,96;-2391,78843;NULL;NULL;NULL;00446003451-45608183;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142725;8;20230421;20230328;20230328;420;1821;NULL;NULL;49;-14557,73;-164271,609;NULL;NULL;NULL;00446003452-45703632;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142726;8;20230421;20230328;20230328;420;1870;NULL;NULL;49;-217,75;-2457,12366;NULL;NULL;NULL;00446003452-45703626;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142727;8;20230421;20230328;20230328;424;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003452-45666866;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142728;8;20230421;20230328;20230328;424;1870;NULL;NULL;49;-74,56;-841,34622;NULL;NULL;NULL;00446003451-45595960;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142729;8;20230421;20230328;20230328;424;1870;NULL;NULL;49;-74,56;-841,34622;NULL;NULL;NULL;00446003452-45666868;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142730;8;20230421;20230328;20230328;432;1870;NULL;NULL;49;-75,09;-847,32682;NULL;NULL;NULL;00446003452-45703896;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142731;8;20230421;20230328;20230328;435;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003452-45703910;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142732;8;20230421;20230328;20230328;435;1870;NULL;NULL;49;-29,02;-327,46603;NULL;NULL;NULL;00446003452-45703912;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142733;8;20230421;20230328;20230328;435;1870;NULL;NULL;49;-12,75;-143,87291;NULL;NULL;NULL;00446003451-45602483;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142734;8;20230421;20230328;20230328;437;1870;NULL;NULL;49;-47,33;-534,07882;NULL;NULL;NULL;00446003452-45704216;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142735;8;20230421;20230328;20230328;438;1870;NULL;NULL;49;-104,88;-1183,48165;NULL;NULL;NULL;00446003452-45703938;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142736;8;20230421;20230328;20230328;444;1870;NULL;NULL;49;-54,02;-609,56978;NULL;NULL;NULL;00446003452-45704001;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142737;8;20230421;20230328;20230328;448;1870;NULL;NULL;49;-249,56;-2816,07247;NULL;NULL;NULL;00446003452-45686532;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142738;8;20230421;20230328;20230328;449;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003452-45677206;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142739;8;20230421;20230328;20230328;449;1870;NULL;NULL;49;-21,57;-243,39912;NULL;NULL;NULL;00446003451-45598365;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1247489;8;20230503;20230428;20230428;351;1821;NULL;NULL;49;-11972,56;-135100,1629;NULL;NULL;NULL;00446003460-46971642;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1247490;8;20230503;20230428;20230428;351;1870;NULL;NULL;49;-130,63;-1474,04851;NULL;NULL;NULL;00446003460-46971638;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1247491;8;20230503;20230428;20230428;355;1870;NULL;NULL;49;-72,22;-814,94131;NULL;NULL;NULL;00446003460-46971791;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1247492;8;20230503;20230428;20230428;358;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003460-46925227;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1247493;8;20230503;20230428;20230428;358;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003460-46971821;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1247494;8;20230503;20230428;20230428;358;1769;NULL;NULL;49;-5;-56,42075;NULL;NULL;NULL;00446003460-46971823;2910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
