LoanAccountTransactionId,TransactionDateId,LoanAccountId,TransactionAmount,TransactionAmountSEK
1398452,20230103,205,-2153.0,-24012194.0
1398453,20230103,205,-37847.0,-422103806.0
1398454,20230103,220,-5.0,-557645.0
1398455,20230103,220,-26989.0,-301005618.0
1398456,20230103,229,-7183.0,-80111281.0
1398457,20230103,269,-1832.0,-20432113.0
1398458,20230103,269,-540.0,-6022566.0
1398459,20230103,269,-3168.0,-35332387.0
1398460,20230103,275,-2717.0,-30302429.0
1398461,20230103,275,-2744.0,-306035576.0
1398462,20230103,334,-1669.0,-1861419.0
1398463,20230103,334,-16331.0,-18213801.0
1398464,20230103,342,-51121.0,-570147401.0
1398465,20230103,346,-59.0,-658021.0
1398466,20230103,346,-27641.0,-308277309.0
1398467,20230103,463,34000.0,3791986.0
1398468,20230103,474,10000.0,111529.0
1398469,20230103,476,6800.0,7583972.0
1398470,20230103,482,1600.0,1784464.0
1398471,20230103,484,40000.0,446116.0
1398472,20230103,486,20400.0,22751916.0
1399525,20230105,283,-13553.0,-151155254.0
1399526,20230105,287,-481.0,-5364545.0
1285496,20230505,494,-6811.0,-76856346.0
1285497,20230505,494,-6811.0,-76856346.0
1285498,20230505,496,-802.0,-9049888.0
1285499,20230505,496,-8442.0,-95260794.0
1368911,20230418,2,-75436.0,-851231139.0
1368912,20230418,98,-54339.0,-613169427.0
1368913,20230418,125,-587.0,-66237961.0
1368914,20230418,125,-2935.0,-331189803.0
1368915,20230418,141,-5.0,-5642075.0
1368916,20230418,141,-41437.0,-467581324.0
1368917,20230418,141,-39893.0,-450158596.0
1368918,20230418,221,-3575.0,-40340836.0
1368919,20230418,221,-36109.0,-407459372.0
1368920,20230418,223,-44778.0,-505281669.0
1368921,20230418,237,-4976.0,-5614993.0
1368922,20230418,237,-50264.0,-567186516.0
1368923,20230418,334,-15495.0,-174847904.0
1368924,20230418,346,-5721.0,-64556622.0
1368925,20230418,346,-28607.0,-322805679.0
1368926,20230418,351,-2613.0,-29485484.0
1368927,20230418,392,-18776.0,-2118712.0
1368928,20230418,393,-6384.0,-72038014.0
1368929,20230418,393,-31922.0,-360212636.0
1368930,20230418,404,-72507.0,-818179864.0
1368931,20230418,430,-1162015.0,-1311235156.0
1368932,20230418,430,-19205.0,-216712101.0
1368933,20230418,476,-1368.0,-154367172.0
1368934,20230418,480,-40674.0,-458971517.0
1370322,20230503,12,-41936.0,-473212114.0
1370323,20230503,188,-65457.0,-738626607.0
1370324,20230503,223,-44778.0,-505281669.0
1370325,20230503,269,-59067.0,-666520888.0
1370326,20230503,344,-25354.0,-286098339.0
1370327,20230503,357,-2002056.0,-2259150021.0
1370328,20230503,357,-26883.0,-303351804.0
1370329,20230503,392,-5.0,-5642075.0
1370330,20230503,392,-19487.0,-219894231.0
1370331,20230503,392,-4075.0,-45982911.0
1370332,20230503,407,-5.0,-5642075.0
1370333,20230503,407,-48049.0,-542192123.0
1370334,20230503,407,-47931.0,-540860594.0
1370335,20230503,415,-5.0,-5642075.0
1370336,20230503,415,-5.0,-5642075.0
1370337,20230503,415,-5.0,-5642075.0
1370338,20230503,415,-7265.0,-8197935.0
1370339,20230503,415,-7265.0,-8197935.0
1370340,20230503,415,-7211.0,-81370006.0
1370341,20230503,465,-47113.0,-531630159.0
1370342,20230503,496,-1358951.0,-1533460693.0
1370343,20230503,496,-22018.0,-248454415.0
1372138,20230505,11,-18498.0,-208734207.0
1372139,20230505,14,-5.0,-5642075.0
1372140,20230505,14,-55844.0,-630152073.0
1372141,20230505,14,-55844.0,-630152073.0
1372142,20230505,15,-4191.0,-47291873.0
1372143,20230505,15,-4159.0,-4693078.0
1372144,20230505,15,-4137.0,-46682529.0
1372145,20230505,15,-5.0,-5642075.0
1372146,20230505,15,-5.0,-5642075.0
1372147,20230505,15,-5.0,-5642075.0
1372148,20230505,15,-5.0,-5642075.0
1372149,20230505,15,-5.0,-5642075.0
1372150,20230505,15,-28226.0,-318506418.0
1372151,20230505,15,-42337.0,-477737059.0
1372152,20230505,15,-37765.0,-426145925.0
1372153,20230505,15,-28088.0,-316949205.0
1372154,20230505,15,-13703.0,-154626707.0
1372155,20230505,15,-4247.0,-47923785.0
1372156,20230505,22,-5.0,-5642075.0
1372157,20230505,22,-74465.0,-84027423.0
1372158,20230505,22,-14913.0,-168280529.0
1372159,20230505,24,-3776.0,-4260895.0
1372160,20230505,24,-39747.0,-44851111.0
1372161,20230505,42,-3487.0,-39347831.0
1372162,20230505,42,-3475.0,-39212421.0
1372163,20230505,42,-5.0,-5642075.0
1372164,20230505,42,-5.0,-5642075.0
1372165,20230505,42,-5.0,-5642075.0
1372166,20230505,42,-24244.0,-273572933.0
1372167,20230505,42,-16213.0,-182949924.0
1372168,20230505,42,-12538.0,-141480673.0
1372169,20230505,42,-10975.0,-123843546.0
1372170,20230505,42,-3134.0,-35364526.0
1372171,20230505,50,-45308.0,-511262268.0
1372172,20230505,52,-4004.0,-45181737.0
1372173,20230505,52,-855887.0,-9657957291.0
1372174,20230505,52,-42151.0,-475638207.0
1372175,20230505,74,-9094.0,-10261806.0
1372176,20230505,74,-45469.0,-513079016.0
1372177,20230505,95,-25449.0,-287170333.0
1372178,20230505,112,-6313.0,-71236839.0
1372179,20230505,112,-8.0,-902732.0
1372180,20230505,112,-63772.0,-719612814.0
1372181,20230505,121,-5.0,-5642075.0
1372182,20230505,121,-30947.0,-34921059.0
1372183,20230505,121,-6318.0,-7129326.0
1372184,20230505,141,-2668978.0,-301171481.0
1372185,20230505,141,-4117.0,-464568456.0
1372186,20230505,183,-3533.0,-39866902.0
1372187,20230505,183,-27839.0,-314139452.0
1372188,20230505,219,-5.0,-5642075.0
1372189,20230505,219,-24687.0,-278571811.0
1372190,20230505,221,-3575.0,-40340836.0
1372191,20230505,221,-36109.0,-407459372.0
1372192,20230505,237,-4939.0,-55732417.0
1372193,20230505,237,-49885.0,-562909823.0
1372194,20230505,248,-5139.0,-57989247.0
1372195,20230505,269,-58854.0,-664117364.0
1372196,20230505,322,-15237.0,-171936594.0
1372197,20230505,326,-2673.0,-30162533.0
1372198,20230505,326,-134552.0,-1518304951.0
1372199,20230505,326,-26997.0,-304638198.0
1372200,20230505,341,-18758.0,-211668086.0
1372201,20230505,377,-64728.0,-730400461.0
1372202,20230505,380,-8364.0,-94380631.0
1372203,20230505,391,-5.0,-5642075.0
1372204,20230505,391,-25297.0,-285455143.0
1372205,20230505,391,-18873.0,-212965763.0
1372206,20230505,391,-6324.0,-71360965.0
1372207,20230505,392,-5.0,-5642075.0
1372208,20230505,392,-19459.0,-219578275.0
1372209,20230505,393,-3012.0,-3398786.0
1372210,20230505,393,-3171.0,-357820397.0
1372211,20230505,400,-27764.0,-313293141.0
1372212,20230505,422,-34831.0,-393038229.0
1372213,20230505,432,-176743.0,-1994394523.0
1372214,20230505,432,-8.0,-902732.0
1372215,20230505,432,-7502.0,-84653693.0
1372216,20230505,446,-502773.0,-5673365948.0
1372217,20230505,446,-7628.0,-86075496.0
1372218,20230505,448,-24883.0,-280783504.0
1372219,20230505,450,-1394.0,-15730105.0
1372220,20230505,450,-997906.0,-1126052099.0
1372221,20230505,450,-14669.0,-165527196.0
1372222,20230505,454,-30936.0,-349086464.0
1372223,20230505,457,-5.0,-5642075.0
1372224,20230505,457,-52439.0,-591729542.0
1372225,20230505,457,-11062.0,-124825267.0
1372226,20230505,457,-2765.0,-31200675.0
1372227,20230505,466,-3118.0,-3518398.0
1372228,20230505,472,-2903.0,-32757887.0
1372229,20230505,472,-14517.0,-163812006.0
1372230,20230505,482,-5.0,-5642075.0
1372231,20230505,482,-7667.0,-86515578.0
1372232,20230505,482,-7664.0,-86481726.0
1247547,20230503,451,-3903.0,-44042037.0
1247548,20230503,451,-19516.0,-220221471.0
1247549,20230503,457,-55308.0,-624103768.0
1247550,20230503,468,-14329.0,-161690585.0
1247551,20230503,474,-12457.0,-140566657.0
1247552,20230503,484,-47962.0,-541210402.0
1247553,20230503,488,-4648.0,-52448729.0
1247554,20230503,490,-5.0,-5642075.0
1247555,20230503,490,-5.0,-5642075.0
1247556,20230503,490,-23999.0,-270808316.0
1247557,20230503,490,-5872.0,-66260529.0
1247558,20230503,498,-5482.0,-6185971.0
1331351,20230210,162,-47317.0,-533932126.0
1331352,20230210,461,-2132.0,-24057808.0
1331353,20230210,461,-42868.0,-483728942.0
1331354,20230210,470,-1742362.0,-1966107416.0
1432367,20230117,15,-4152.0,-46851791.0
1432368,20230117,15,-41941.0,-473268535.0
1432369,20230117,17,-51488.0,-580998315.0
1432370,20230117,111,-19329.0,-218111335.0
1432371,20230117,139,-198.0,-22342617.0
1432372,20230117,139,-3025.0,-34134554.0
1432373,20230117,139,-19995.0,-225626579.0
1432374,20230117,263,-671.0,-7571665.0
1432375,20230117,263,-39329.0,-443794335.0
1432376,20230117,271,-226.0,-2550218.0
1432377,20230117,271,-21274.0,-240059007.0
1432378,20230117,378,-590978.0,-6668684399.0
1432379,20230117,378,-9022.0,-101805601.0
1432380,20230117,384,-13567.0,-153092063.0
1432381,20230117,399,-7471.0,-84303885.0
1432382,20230117,408,-2232.0,-25186223.0
1432383,20230117,408,-1768.0,-19950377.0
1432384,20230117,420,-21697.0,-244832203.0
1432385,20230117,428,-40692.0,-459174632.0
1432386,20230117,440,-7039.0,-79429132.0
1432387,20230117,468,-14134.0,-159490176.0
1434964,20230128,91,-29905.0,-337452506.0
1434965,20230128,91,-95.0,-1071994.0
1434966,20230128,334,-1741.0,-19645705.0
1434967,20230128,334,-16259.0,-183468995.0
1434968,20230128,342,-57.0,-643197.0
1434969,20230128,342,-51643.0,-582747358.0
1434970,20230128,391,-31317.0,-353385726.0
1434971,20230128,404,-71568.0,-807584047.0
1434972,20230128,415,-7213.0,-81392574.0
1434973,20230128,424,-7435.0,-83897655.0
1434974,20230128,465,-46907.0,-529305624.0
1434975,20230128,496,-88.0,-993005.0
1434976,20230128,496,-21912.0,-247258295.0
1445846,20230114,8,-210.0,-2342109.0
1445847,20230114,59,-478778.0,-5339763156.0
1445848,20230114,65,-2529.0,-28205684.0
1445849,20230114,65,-25542.0,-284867372.0
1445850,20230114,145,-16.0,-178446.0
1445851,20230114,145,-244.0,-2721308.0
1445852,20230114,145,-624.0,-69594096.0
1445853,20230114,152,-221.0,-24647909.0
1468882,20230202,86,-2627.0,-29643462.0
1468883,20230202,86,-26538.0,-299458773.0
1468884,20230202,205,-1494.0,-1685852.0
1468885,20230202,205,-38506.0,-43450748.0
1468886,20230202,257,-35367.0,-399086533.0
1468887,20230202,275,-2721.0,-30704172.0
1468888,20230202,275,-27482.0,-31011101.0
1468889,20230202,283,-13603.0,-153498292.0
1468890,20230202,380,-8518.0,-9611839.0
1468891,20230202,382,-4978.0,-56172499.0
1468892,20230202,389,-22618.0,-255224905.0
1468893,20230202,392,-159.0,-179418.0
1468894,20230202,392,-19341.0,-218246745.0
1468895,20230202,412,-43035.0,-485613395.0
1468896,20230202,414,-347.0,-39156.0
1468897,20230202,414,-22153.0,-249977775.0
1468898,20230202,433,-11019.0,-124340049.0
1468899,20230202,466,-3892.0,-43917912.0
1468900,20230202,484,-48172.0,-543580074.0
1468901,20230202,492,-25734.0,-290386316.0
1469394,20230203,64,-4336.0,-48928074.0
1469395,20230203,64,-43796.0,-494200633.0
1469396,20230203,221,-3564.0,-40216711.0
1469397,20230203,221,-36002.0,-406251968.0
1469398,20230203,361,-11929.0,-134608625.0
1469399,20230203,365,-6512.0,-73482385.0
1469400,20230203,383,-181.0,-2042431.0
1469401,20230203,383,-7819.0,-88230769.0
1469402,20230203,387,-24537.0,-276879189.0
1445854,20230114,494,3000.0,334587.0
1447176,20230119,394,-66.0,-744754.0
1447177,20230119,394,-14934.0,-168517496.0
1447178,20230119,450,-14511.0,-163744301.0
1448938,20230131,12,-41602.0,-469443208.0
1448939,20230131,19,-49495.0,-558509004.0
1448940,20230131,25,-49977.0,-563947965.0
1448941,20230131,56,-3235.0,-36504225.0
1448942,20230131,56,-3405.0,-384225308.0
1448943,20230131,101,-3771.0,-4255253.0
1448944,20230131,101,-46229.0,-52165497.0
1448945,20230131,118,-35294.0,-39826279.0
1448946,20230131,125,-28986.0,-327082372.0
1448947,20230131,135,-25671.0,-289675415.0
1448948,20230131,217,-25558.0,-288400306.0
1448949,20230131,219,-24367.0,-274960883.0
1448950,20230131,237,-4924.0,-55563155.0
1448951,20230131,237,-49733.0,-561194632.0
1448952,20230131,244,-38676.0,-436425785.0
1448953,20230131,287,-3975.0,-44854496.0
1448954,20230131,287,-6025.0,-67987004.0
1448955,20230131,351,-12883.0,-145373704.0
1448956,20230131,357,-26633.0,-300530767.0
1448957,20230131,370,-9918.0,-1119162.0
1448958,20230131,375,-12135.0,-13693316.0
1448959,20230131,377,-64115.0,-723483277.0
1448960,20230131,396,-20904.0,-235883872.0
1448961,20230131,397,-19397.0,-218878658.0
1448962,20230131,407,-47537.0,-536414639.0
1448963,20230131,418,-20947.0,-23636909.0
1448964,20230131,422,-34686.0,-391402027.0
1448965,20230131,432,-7479.0,-84394158.0
1448966,20230131,437,-38033.0,-429170077.0
1448967,20230131,457,-6829.0,-770594604.0
1448968,20230131,463,-36006.0,-406297105.0
1448969,20230131,470,-80644.0,-909998993.0
1448970,20230131,480,-40047.0,-451896355.0
1448971,20230131,480,-40047.0,-451896355.0
1448972,20230131,486,-38.0,-428798.0
1448973,20230131,486,-48962.0,-552494552.0
1448974,20230131,490,-23826.0,-268856158.0
1448975,20230131,498,-5551.0,-62638317.0
1450307,20230113,71,-3289.0,-36681888.0
1450308,20230113,71,-5.0,-557645.0
1450309,20230113,71,-3322.0,-370499338.0
1450310,20230113,194,-38329.0,-427479504.0
1452263,20230121,229,-7187.0,-81099186.0
1452264,20230121,322,-15303.0,-172681347.0
1452265,20230121,344,-25035.0,-282498695.0
1452266,20230121,358,-211.0,-2380956.0
1452267,20230121,358,-56789.0,-640815594.0
1452268,20230121,393,-31747.0,-35823791.0
1452269,20230121,413,-5153.0,-58147225.0
1452270,20230121,430,-190.0,-21439885.0
1452271,20230121,446,-7567.0,-85387163.0
1452272,20230121,476,-14391.0,-162390203.0
1453467,20230127,107,-5.0,-5642075.0
1453468,20230127,107,-5.0,-5642075.0
1469403,20230203,405,-5058.0,-57075231.0
1469404,20230203,442,-1636.0,-184608694.0
1469405,20230203,449,-455714.0,-5142345133.0
1469406,20230203,449,-6768.0,-76371127.0
1469971,20230207,71,-3305.0,-37294116.0
1469972,20230207,71,-5.0,-5642075.0
1469973,20230207,71,-5.0,-5642075.0
1469974,20230207,71,-33381.0,-376676211.0
1469975,20230207,184,-10645.0,-120119777.0
1469976,20230207,325,-8994.0,-101489645.0
1469977,20230207,341,-5.0,-5642075.0
1469978,20230207,341,-5.0,-5642075.0
1469979,20230207,341,-18579.0,-209648223.0
1469980,20230207,408,-100.0,-1128415.0
1469981,20230207,420,-21697.0,-244832203.0
1484186,20230209,17,-3240885.0,-3657063247.0
1484187,20230209,373,-1069.0,-120627564.0
1486652,20230201,14,-55258.0,-623539561.0
1486653,20230201,22,-74139.0,-836595597.0
1486654,20230201,44,-30123.0,-33991245.0
1486655,20230201,49,-92.0,-1038142.0
1486656,20230201,49,-26408.0,-297991833.0
1486657,20230201,95,-25263.0,-285071481.0
1486658,20230201,98,-1385.0,-15628548.0
1486659,20230201,98,-53615.0,-604999702.0
1486660,20230201,166,-35376.0,-39918809.0
1486661,20230201,177,-54449.0,-614410683.0
1486662,20230201,183,-3499.0,-39483241.0
1486663,20230201,183,-35347.0,-39886085.0
1453469,20230127,107,-18046.0,-203633771.0
1453470,20230127,107,-5954.0,-67185829.0
1453471,20230127,400,-27649.0,-311995463.0
1453472,20230127,417,-12642.0,-142654224.0
1453473,20230127,438,-54603.0,-616148442.0
1454034,20230131,2,-75018.0,-846514365.0
1536029,20230420,42,-3507.0,-39573514.0
1536030,20230420,42,-3507.0,-39573514.0
1536031,20230420,42,-5.0,-5642075.0
1536032,20230420,42,-27637.0,-311860054.0
1536033,20230420,42,-19751.0,-222873247.0
1536034,20230420,42,-7786.0,-87858392.0
1536035,20230420,55,-38723.0,-43695614.0
1536036,20230420,65,-2587.0,-29192096.0
1536037,20230420,65,-26136.0,-294922544.0
1536038,20230420,95,-24707.0,-278797494.0
1536039,20230420,111,-996038.0,-112394422.0
1536040,20230420,111,-19523.0,-22030046.0
1536041,20230420,139,-2001.0,-22579584.0
1536042,20230420,139,-8.0,-902732.0
1536043,20230420,139,-20208.0,-228030103.0
1536044,20230420,166,-35624.0,-40198656.0
1536045,20230420,271,-5.0,-5642075.0
1536046,20230420,271,-2133.0,-24069092.0
1536047,20230420,271,-21324.0,-240623215.0
1536048,20230420,319,-5.0,-5642075.0
1536049,20230420,319,-5769.0,-65098261.0
1536050,20230420,319,-5465.0,-6166788.0
1536051,20230420,342,-52333.0,-590533422.0
1486664,20230201,451,-19356.0,-218416007.0
1486665,20230201,456,-19217.0,-216847511.0
1486666,20230201,472,-14649.0,-165301513.0
1486667,20230201,474,-12411.0,-140047586.0
1486668,20230201,478,-27945.0,-315335572.0
1607119,20230421,11,-6047.0,-68235255.0
1607120,20230421,11,-30233.0,-341153707.0
1607121,20230421,12,-42036.0,-474340529.0
1607122,20230421,19,-50021.0,-564444467.0
1607123,20230421,71,-3265.0,-3684275.0
1607124,20230421,71,-32183.0,-363157799.0
1607125,20230421,112,-633.0,-7142867.0
1607126,20230421,112,-8.0,-902732.0
1607127,20230421,112,-63938.0,-721485983.0
1607128,20230421,188,-656.0,-74024024.0
1607129,20230421,220,-5.0,-5642075.0
1607130,20230421,220,-5.0,-5642075.0
1607131,20230421,220,-5.0,-5642075.0
1607132,20230421,220,-27566.0,-311058879.0
1607133,20230421,220,-27479.0,-310077158.0
1607134,20230421,220,-27238.0,-307357678.0
1607135,20230421,269,-59228.0,-668337636.0
1607136,20230421,275,-2726.0,-30760593.0
1607137,20230421,275,-27536.0,-310720354.0
1607138,20230421,283,-5.0,-5642075.0
1607139,20230421,283,-13667.0,-154220478.0
1607140,20230421,283,-13666.0,-154209194.0
1607141,20230421,322,-15303.0,-172681347.0
1607142,20230421,325,-8106.0,-9146932.0
1399527,20230105,287,-6019.0,-67129305.0
1399528,20230105,319,-6413.0,-71523548.0
1399529,20230105,466,2000.0,223058.0
1399530,20230105,472,7000.0,780703.0
1399531,20230105,498,2000.0,223058.0
1427496,20230112,279,-18779.0,-209440309.0
1567856,20230420,488,-447.0,-5044015.0
1567857,20230420,494,-6822.0,-76980471.0
1567858,20230420,498,-5.0,-5642075.0
1567859,20230420,498,-5578.0,-62942989.0
1567860,20230420,498,-5578.0,-62942989.0
1578440,20230421,7,-3893927.0,-4393965636.0
1578441,20230421,7,-8.0,-902732.0
1578442,20230421,7,-46273.0,-522151473.0
1578443,20230421,14,-56022.0,-632160651.0
1578444,20230421,25,-6723.0,-7586334.0
1578445,20230421,25,-70769.0,-798568011.0
1578446,20230421,33,-4096227.0,-462224399.0
1578447,20230421,33,-48996.0,-552878213.0
1578448,20230421,54,-5.0,-5642075.0
1578449,20230421,54,-434.0,-4897321.0
1578450,20230421,54,-428.0,-4829616.0
1578451,20230421,54,-3565.0,-40227995.0
1578452,20230421,54,-2415.0,-27251222.0
1578453,20230421,54,-10.0,-1128415.0
1578454,20230421,56,-3259.0,-36775045.0
1578455,20230421,56,-34307.0,-387125334.0
1578456,20230421,74,-45538.0,-513857623.0
1578457,20230421,93,-5.0,-5642075.0
1578458,20230421,93,-5.0,-5642075.0
1578459,20230421,93,-5.0,-5642075.0
1578460,20230421,93,-46681.0,-526755406.0
1578461,20230421,93,-46388.0,-52344915.0
1578462,20230421,93,-46285.0,-522286883.0
1578463,20230421,121,-5.0,-5642075.0
1578464,20230421,121,-31302.0,-353216463.0
1578465,20230421,121,-31302.0,-353216463.0
1578466,20230421,125,-2855.0,-322162483.0
1578467,20230421,177,-3732732.0,-421207078.0
1578468,20230421,177,-55131.0,-622106474.0
1578469,20230421,221,-3575.0,-40340836.0
1578470,20230421,221,-7937.0,-89562299.0
1578471,20230421,221,-36109.0,-407459372.0
1578472,20230421,223,-44778.0,-505281669.0
1578473,20230421,237,-4976.0,-5614993.0
1578474,20230421,237,-50264.0,-567186516.0
1578475,20230421,244,-2531089.0,-2856118794.0
1578476,20230421,244,-39132.0,-441571358.0
1578477,20230421,334,-8.0,-902732.0
1578478,20230421,334,-16177.0,-182543695.0
1578479,20230421,346,-28607.0,-322805679.0
1578480,20230421,365,-5.0,-5642075.0
1578481,20230421,365,-6539.0,-73787057.0
1578482,20230421,365,-1308.0,-14759668.0
1578483,20230421,372,-462899.0,-5223421751.0
1578484,20230421,372,-24151.0,-272523507.0
1578485,20230421,383,-787.0,-88806261.0
1578486,20230421,396,-21048.0,-237508789.0
1578487,20230421,428,-8195.0,-92473609.0
1578488,20230421,440,-1417.0,-15989641.0
1578489,20230421,440,-7087.0,-79970771.0
1578490,20230421,456,-19297.0,-217750243.0
1578491,20230421,490,-5.0,-5642075.0
1578492,20230421,490,-18178.0,-205123279.0
1578493,20230421,490,-3848.0,-43421409.0
1578494,20230421,490,-962.0,-10855352.0
1578495,20230421,492,-750341.0,-8466960395.0
1578496,20230421,492,-8.0,-902732.0
1578497,20230421,492,-25845.0,-291638857.0
1583377,20230509,7,-5.0,-5642075.0
1583378,20230509,7,-20546.0,-231844146.0
1583379,20230509,7,-608.0,-6860763.0
1583380,20230509,55,-3089.0,-348567394.0
1583381,20230509,71,-3204.0,-36154417.0
1583382,20230509,71,-32365.0,-365211515.0
1583383,20230509,73,-9248.0,-104355819.0
1583384,20230509,93,-9265.0,-10454765.0
1583385,20230509,93,-46327.0,-522760817.0
1583386,20230509,194,-8245.0,-93037817.0
1583387,20230509,275,-2538.0,-28639173.0
1583388,20230509,275,-273909.0,-3090830242.0
1583389,20230509,275,-25633.0,-289246617.0
1583390,20230509,314,-45288.0,-511036585.0
1583391,20230509,325,-7659.0,-86425305.0
1583392,20230509,370,-1988.0,-2243289.0
1583393,20230509,370,-9941.0,-112175735.0
1583394,20230509,384,-1365.0,-154028648.0
1583395,20230509,396,-1996.0,-22523163.0
1583396,20230509,396,-21015.0,-237136412.0
1583397,20230509,486,-5.0,-5642075.0
1583398,20230509,486,-39424.0,-44486633.0
1583399,20230509,486,-29408.0,-331844283.0
1583400,20230509,486,-9856.0,-111216582.0
1594705,20230502,15,-4191.0,-47291873.0
1594706,20230502,15,-42337.0,-477737059.0
1594707,20230502,19,-3176183.0,-358405254.0
1594708,20230502,19,-499.0,-563079085.0
1594709,20230502,25,-6709.0,-75705362.0
1594710,20230502,25,-70619.0,-796875389.0
1594711,20230502,33,-21275.0,-240070291.0
1594712,20230502,52,-416.0,-46942064.0
1594713,20230502,52,-4157.0,-46908212.0
1594714,20230502,52,-5.0,-5642075.0
1594715,20230502,52,-43788.0,-49411036.0
1594716,20230502,52,-43757.0,-493760552.0
1594717,20230502,73,-5.0,-5642075.0
1594718,20230502,73,-8.0,-902732.0
1594719,20230502,73,-9345.0,-105450382.0
1594720,20230502,73,-9331.0,-105292404.0
1594721,20230502,114,-16091.0,-181573258.0
1594722,20230502,118,-3533.0,-39866902.0
1594723,20230502,125,-8.0,-902732.0
1594724,20230502,125,-2935.0,-331189803.0
1594725,20230502,166,-5.0,-5642075.0
1594726,20230502,166,-35624.0,-40198656.0
1594727,20230502,205,-38855.0,-438445648.0
1607143,20230421,351,-13063.0,-147404851.0
1607144,20230421,358,-57269.0,-646231986.0
1607145,20230421,363,-7237.0,-81663394.0
1607146,20230421,363,-36186.0,-408328252.0
1607147,20230421,375,-2443.0,-27567178.0
1607148,20230421,375,-12213.0,-137813324.0
1607149,20230421,413,-5164.0,-58271351.0
1607150,20230421,430,-589.0,-66463644.0
1607151,20230421,465,-47173.0,-532307208.0
1607152,20230421,472,-8.0,-902732.0
1607153,20230421,472,-14747.0,-16640736.0
1607154,20230421,482,-7667.0,-86515578.0
1607155,20230421,484,-4894.0,-552246301.0
1679368,20230503,11,-2040138.0,-2302122321.0
1679369,20230503,11,-30146.0,-340171986.0
1679370,20230503,71,-3232.0,-36470373.0
1679371,20230503,71,-8.0,-902732.0
1679372,20230503,71,-32645.0,-368371077.0
1679373,20230503,101,-46602.0,-525863958.0
1679374,20230503,244,-1553.0,-17524285.0
1679375,20230503,257,-35367.0,-399086533.0
1679376,20230503,275,-2726.0,-30760593.0
1679377,20230503,275,-27536.0,-310720354.0
1679378,20230503,283,-5.0,-5642075.0
1679379,20230503,283,-10599.0,-119600706.0
1679380,20230503,346,-28607.0,-322805679.0
1679381,20230503,360,-5.0,-5642075.0
1679382,20230503,360,-5.0,-5642075.0
1679383,20230503,360,-12287.0,-138648351.0
1536052,20230420,370,-9947.0,-11224344.0
1536053,20230420,378,-4967.0,-56048373.0
1536054,20230420,380,-8372.0,-94470904.0
1536055,20230420,384,-13674.0,-154299467.0
1536056,20230420,386,-4937.0,-557098486.0
1536057,20230420,399,-7514.0,-84789103.0
1536058,20230420,414,-8.0,-902732.0
1536059,20230420,414,-22311.0,-251760671.0
1536060,20230420,450,-14717.0,-166068836.0
1536061,20230420,451,-19564.0,-220763111.0
1536062,20230420,459,-17602.0,-198623608.0
1536063,20230420,468,-5.0,-5642075.0
1536064,20230420,468,-14388.0,-16235635.0
1536065,20230420,468,-14388.0,-16235635.0
1536066,20230420,486,-4928.0,-556082912.0
1536067,20230420,488,-5.0,-5642075.0
1536068,20230420,488,-5.0,-5642075.0
1536069,20230420,488,-5.0,-5642075.0
1536070,20230420,488,-3142.0,-35454799.0
1536071,20230420,488,-4735.0,-5343045.0
1536072,20230420,488,-4317.0,-48713676.0
1536073,20230420,488,-3709.0,-41852912.0
1536074,20230420,488,-10.0,-1128415.0
1751097,20230516,36,-21914.0,-247280863.0
1751098,20230516,37,-26.0,-2933879.0
1751099,20230516,37,-13001.0,-146705234.0
1751100,20230516,44,-30047.0,-339054855.0
1751101,20230516,50,-45105.0,-508971586.0
1751102,20230516,52,-211.0,-2380956.0
1751103,20230516,52,-2219.0,-25039529.0
1751104,20230516,54,-399.0,-4502376.0
1751105,20230516,54,-98595.0,-1112560769.0
1751106,20230516,54,-4196.0,-47348293.0
1751107,20230516,56,-706.0,-796661.0
1751108,20230516,56,-5.0,-5642075.0
1751109,20230516,56,-53.0,-59806.0
1751110,20230516,56,-7435.0,-83897655.0
1751111,20230516,56,-553.0,-6240135.0
1751112,20230516,74,-1740486.0,-196399051.0
1751113,20230516,74,-45238.0,-510472378.0
1751114,20230516,93,-46327.0,-522760817.0
1751115,20230516,121,-30798.0,-347529252.0
1751116,20230516,125,-29268.0,-330264502.0
1751117,20230516,139,-1995.0,-22511879.0
1751118,20230516,139,-1995.0,-22511879.0
1751119,20230516,139,-5.0,-5642075.0
1751120,20230516,139,-20149.0,-227364338.0
1751121,20230516,139,-20149.0,-227364338.0
1751122,20230516,141,-50.0,-5642075.0
1751123,20230516,141,-7732.0,-87249048.0
1751124,20230516,162,-47556.0,-536629037.0
1751125,20230516,166,-1488171.0,-1679274479.0
1751126,20230516,166,-34462.0,-388874377.0
1751127,20230516,206,-5.0,-5642075.0
1751128,20230516,206,-5.0,-5642075.0
1751129,20230516,206,-26204.0,-295689867.0
1751130,20230516,206,-26126.0,-294809703.0
1751131,20230516,223,-5.0,-5642075.0
1751132,20230516,223,-44703.0,-504435357.0
1751133,20230516,223,-8941.0,-100891585.0
1751134,20230516,263,-39041.0,-4405445.0
1751135,20230516,275,-36.0,-4062294.0
1751136,20230516,275,-3639.0,-41063022.0
1751137,20230516,368,-4625.0,-52189194.0
1751138,20230516,373,-10622.0,-119860241.0
1751139,20230516,386,-5834.0,-65831731.0
1751140,20230516,386,-5826.0,-65741458.0
