productName,_score,supplierID,quantity,shipCity,categoryName,customerName,supplierName,shipCountry,productID,sales_amount,employeeName,shipperName,unitPrice,orderDate,customer_segment,orderID,categoryID,customerID,discount,employeeID
Queso Cabrales,168.0,5,10,Sao Paulo,Dairy Products,Comércio Mineiro,Cooperativa de Quesos 'Las Cabras',Brazil,11,168.0,Margaret Peacock,Speedy Express,16.80,1997-03-06 00:00:00.000,Low Value,10466,4,COMMI,0,4
Spegesild,48.0,21,5,Sao Paulo,Seafood,Comércio Mineiro,Lyngbysild,Brazil,46,48.0,Margaret Peacock,Speedy Express,9.60,1997-03-06 00:00:00.000,Low Value,10466,8,COMMI,0,4
Guaraná Fantástica,100.8,10,28,Bergamo,Beverages,Magazzini Alimentari Riuniti,Refrescos Americanas LTDA,Italy,24,100.8,Laura Callahan,United Package,3.60,1997-03-06 00:00:00.000,Medium Value,10467,1,MAGAA,0,8
NuNuCa Nuß-Nougat-Creme,134.39999999999998,11,12,Bergamo,Confections,Magazzini Alimentari Riuniti,Heli Süßwaren GmbH & Co. KG,Italy,25,134.39999999999998,Laura Callahan,United Package,11.20,1997-03-06 00:00:00.000,Medium Value,10467,3,MAGAA,0,8
Nord-Ost Matjeshering,165.6,13,8,Brandenburg,Seafood,Königlich Essen,Nord-Ost-Fisch Handelsgesellschaft mbH,Germany,30,165.6,Janet Leverling,Federal Shipping,20.70,1997-03-07 00:00:00.000,High Value,10468,8,KOENE,0,3
Ipoh Coffee,552.0,20,15,Brandenburg,Beverages,Königlich Essen,Leka Trading,Germany,43,552.0,Janet Leverling,Federal Shipping,36.80,1997-03-07 00:00:00.000,High Value,10468,1,KOENE,0,3
Chang,516.8,1,40,Seattle,Beverages,White Clover Markets,Exotic Liquids,USA,2,516.8,Nancy Davolio,Speedy Express,15.20,1997-03-10 00:00:00.000,High Value,10469,1,WHITC,0.15,1
Pavlova,413.525,7,35,Seattle,Confections,White Clover Markets,Pavlova Ltd.,USA,16,413.525,Nancy Davolio,Speedy Express,13.90,1997-03-10 00:00:00.000,High Value,10469,3,WHITC,0.15,1
Gula Malacca,26.349999999999998,20,2,Seattle,Condiments,White Clover Markets,Leka Trading,USA,44,26.349999999999998,Nancy Davolio,Speedy Express,15.50,1997-03-10 00:00:00.000,High Value,10469,2,WHITC,0.15,1
Carnarvon Tigers,1500.0,7,30,Marseille,Seafood,Bon app',Pavlova Ltd.,France,18,1500.0,Margaret Peacock,United Package,50.00,1997-03-11 00:00:00.000,High Value,10470,8,BONAP,0,4
Tunnbröd,108.0,9,15,Marseille,Grains/Cereals,Bon app',PB Knäckebröd AB,France,23,108.0,Margaret Peacock,United Package,7.20,1997-03-11 00:00:00.000,High Value,10470,5,BONAP,0,4
Wimmers gute Semmelknödel,212.8,12,8,Marseille,Grains/Cereals,Bon app',Plutzer Lebensmittelgroßmärkte AG,France,64,212.8,Margaret Peacock,United Package,26.60,1997-03-11 00:00:00.000,High Value,10470,5,BONAP,0,4
Uncle Bob's Organic Dried Pears,720.0,3,30,London,Produce,B's Beverages,Grandma Kelly's Homestead,UK,7,720.0,Andrew Fuller,Federal Shipping,24.00,1997-03-11 00:00:00.000,Low Value,10471,7,BSBEV,0,2
Gnocchi di nonna Alice,608.0,26,20,London,Grains/Cereals,B's Beverages,Pasta Buttini s.r.l.,UK,56,608.0,Andrew Fuller,Federal Shipping,30.40,1997-03-11 00:00:00.000,Low Value,10471,5,BSBEV,0,2
Guaraná Fantástica,273.59999999999997,10,80,London,Beverages,Seven Seas Imports,Refrescos Americanas LTDA,UK,24,273.59999999999997,Laura Callahan,Speedy Express,3.60,1997-03-12 00:00:00.000,Medium Value,10472,1,SEVES,0.05,8
Manjimup Dried Apples,763.1999999999999,24,18,London,Produce,Seven Seas Imports,G'day Mate,UK,51,763.1999999999999,Laura Callahan,Speedy Express,42.40,1997-03-12 00:00:00.000,Medium Value,10472,7,SEVES,0,8
Geitost,24.0,15,12,Cowes,Dairy Products,Island Trading,Norske Meierier,UK,33,24.0,Nancy Davolio,Federal Shipping,2.00,1997-03-13 00:00:00.000,Low Value,10473,4,ISLAT,0,1
Flotemysost,206.39999999999998,15,12,Cowes,Dairy Products,Island Trading,Norske Meierier,UK,71,206.39999999999998,Nancy Davolio,Federal Shipping,17.20,1997-03-13 00:00:00.000,Low Value,10473,4,ISLAT,0,1
Tofu,223.20000000000002,6,12,México D.F.,Produce,Pericles Comidas clásicas,Mayumi's,Mexico,14,223.20000000000002,Steven Buchanan,United Package,18.60,1997-03-13 00:00:00.000,Low Value,10474,7,PERIC,0,5
Rössle Sauerkraut,655.1999999999999,12,18,México D.F.,Produce,Pericles Comidas clásicas,Plutzer Lebensmittelgroßmärkte AG,Mexico,28,655.1999999999999,Steven Buchanan,United Package,36.40,1997-03-13 00:00:00.000,Low Value,10474,7,PERIC,0,5
Boston Crab Meat,308.7,19,21,México D.F.,Seafood,Pericles Comidas clásicas,New England Seafood Cannery,Mexico,40,308.7,Steven Buchanan,United Package,14.70,1997-03-13 00:00:00.000,Low Value,10474,8,PERIC,0,5
Rhönbräu Klosterbier,62.0,12,10,México D.F.,Beverages,Pericles Comidas clásicas,Plutzer Lebensmittelgroßmärkte AG,Mexico,75,62.0,Steven Buchanan,United Package,6.20,1997-03-13 00:00:00.000,Low Value,10474,1,PERIC,0,5
Gorgonzola Telino,297.5,14,35,Charleroi,Dairy Products,Suprêmes délices,Formaggi Fortini s.r.l.,Belgium,31,297.5,Anne Dodsworth,Speedy Express,10.00,1997-03-14 00:00:00.000,High Value,10475,4,SUPRD,0.15,9
Louisiana Hot Spiced Okra,693.6,2,60,Charleroi,Condiments,Suprêmes délices,New Orleans Cajun Delights,Belgium,66,693.6,Anne Dodsworth,Speedy Express,13.60,1997-03-14 00:00:00.000,High Value,10475,2,SUPRD,0.15,9
Lakkalikööri,514.08,23,42,Charleroi,Beverages,Suprêmes délices,Karkki Oy,Belgium,76,514.08,Anne Dodsworth,Speedy Express,14.40,1997-03-14 00:00:00.000,High Value,10475,1,SUPRD,0.15,9
Pâté chinois,36.48,25,2,San Cristóbal,Meat/Poultry,HILARION-Abastos,Ma Maison,Venezuela,55,36.48,Laura Callahan,Federal Shipping,19.20,1997-03-17 00:00:00.000,High Value,10476,6,HILAA,0.05,8
Outback Lager,144.0,7,12,San Cristóbal,Beverages,HILARION-Abastos,Pavlova Ltd.,Venezuela,70,144.0,Laura Callahan,Federal Shipping,12.00,1997-03-17 00:00:00.000,High Value,10476,1,HILAA,0,8
Chai,216.0,1,15,Lisboa,Beverages,Princesa Isabel Vinhos,Exotic Liquids,Portugal,1,216.0,Steven Buchanan,United Package,14.40,1997-03-17 00:00:00.000,Low Value,10477,1,PRINI,0,5
Sir Rodney's Scones,126.0,8,21,Lisboa,Confections,Princesa Isabel Vinhos,Specialty Biscuits Ltd.,Portugal,21,126.0,Steven Buchanan,United Package,8.00,1997-03-17 00:00:00.000,Low Value,10477,3,PRINI,0.25,5
Chartreuse verte,216.0,18,20,Lisboa,Beverages,Princesa Isabel Vinhos,Aux joyeux ecclésiastiques,Portugal,39,216.0,Steven Buchanan,United Package,14.40,1997-03-17 00:00:00.000,Low Value,10477,1,PRINI,0.25,5
Ikura,471.2,4,20,Lyon,Seafood,Victuailles en stock,Tokyo Traders,France,10,471.2,Andrew Fuller,Federal Shipping,24.80,1997-03-18 00:00:00.000,Medium Value,10478,8,VICTE,0.05,2
Côte de Blaye,6324.0,18,30,Albuquerque,Beverages,Rattlesnake Canyon Grocery,Aux joyeux ecclésiastiques,USA,38,6324.0,Janet Leverling,Federal Shipping,210.80,1997-03-19 00:00:00.000,High Value,10479,1,RATTC,0,3
Perth Pasties,733.6,24,28,Albuquerque,Meat/Poultry,Rattlesnake Canyon Grocery,G'day Mate,USA,53,733.6,Janet Leverling,Federal Shipping,26.20,1997-03-19 00:00:00.000,High Value,10479,6,RATTC,0,3
Raclette Courdavault,2640.0,28,60,Albuquerque,Dairy Products,Rattlesnake Canyon Grocery,Gai pâturage,USA,59,2640.0,Janet Leverling,Federal Shipping,44.00,1997-03-19 00:00:00.000,High Value,10479,4,RATTC,0,3
Wimmers gute Semmelknödel,798.0,12,30,Albuquerque,Grains/Cereals,Rattlesnake Canyon Grocery,Plutzer Lebensmittelgroßmärkte AG,USA,64,798.0,Janet Leverling,Federal Shipping,26.60,1997-03-19 00:00:00.000,High Value,10479,5,RATTC,0,3
Zaanse koeken,228.0,22,30,Lille,Confections,Folies gourmandes,Zaanse Snoepfabriek,France,47,228.0,Michael Suyama,United Package,7.60,1997-03-20 00:00:00.000,Medium Value,10480,3,FOLIG,0,6
Raclette Courdavault,528.0,28,12,Lille,Dairy Products,Folies gourmandes,Gai pâturage,France,59,528.0,Michael Suyama,United Package,44.00,1997-03-20 00:00:00.000,Medium Value,10480,4,FOLIG,0,6
Maxilaku,384.0,23,24,Rio de Janeiro,Confections,Ricardo Adocicados,Karkki Oy,Brazil,49,384.0,Laura Callahan,United Package,16.00,1997-03-20 00:00:00.000,Medium Value,10481,3,RICAR,0,8
Camembert Pierrot,1088.0,28,40,Rio de Janeiro,Dairy Products,Ricardo Adocicados,Gai pâturage,Brazil,60,1088.0,Laura Callahan,United Package,27.20,1997-03-20 00:00:00.000,Medium Value,10481,4,RICAR,0,8
Boston Crab Meat,147.0,19,10,Walla Walla,Seafood,Lazy K Kountry Store,New England Seafood Cannery,USA,40,147.0,Nancy Davolio,Federal Shipping,14.70,1997-03-21 00:00:00.000,Low Value,10482,8,LAZYK,0,1
Sasquatch Ale,372.4,16,35,Seattle,Beverages,White Clover Markets,Bigfoot Breweries,USA,34,372.4,Robert King,United Package,11.20,1997-03-24 00:00:00.000,High Value,10483,1,WHITC,0.05,7
Original Frankfurter grüne Soße,296.4,12,30,Seattle,Condiments,White Clover Markets,Plutzer Lebensmittelgroßmärkte AG,USA,77,296.4,Robert King,United Package,10.40,1997-03-24 00:00:00.000,High Value,10483,2,WHITC,0.05,7
Sir Rodney's Scones,112.0,8,14,London,Confections,B's Beverages,Specialty Biscuits Ltd.,UK,21,112.0,Janet Leverling,Federal Shipping,8.00,1997-03-24 00:00:00.000,Low Value,10484,3,BSBEV,0,3
Boston Crab Meat,147.0,19,10,London,Seafood,B's Beverages,New England Seafood Cannery,UK,40,147.0,Janet Leverling,Federal Shipping,14.70,1997-03-24 00:00:00.000,Low Value,10484,8,BSBEV,0,3
Manjimup Dried Apples,127.19999999999999,24,3,London,Produce,B's Beverages,G'day Mate,UK,51,127.19999999999999,Janet Leverling,Federal Shipping,42.40,1997-03-24 00:00:00.000,Low Value,10484,7,BSBEV,0,3
Chang,273.6,1,20,I. de Margarita,Beverages,LINO-Delicateses,Exotic Liquids,Venezuela,2,273.6,Margaret Peacock,United Package,15.20,1997-03-25 00:00:00.000,Medium Value,10485,1,LINOD,0.1,4
Aniseed Syrup,144.0,1,20,I. de Margarita,Condiments,LINO-Delicateses,Exotic Liquids,Venezuela,3,144.0,Margaret Peacock,United Package,8.00,1997-03-25 00:00:00.000,Medium Value,10485,2,LINOD,0.1,4
Pâté chinois,518.4,25,30,I. de Margarita,Meat/Poultry,LINO-Delicateses,Ma Maison,Venezuela,55,518.4,Margaret Peacock,United Package,19.20,1997-03-25 00:00:00.000,Medium Value,10485,6,LINOD,0.1,4
Outback Lager,648.0,7,60,I. de Margarita,Beverages,LINO-Delicateses,Pavlova Ltd.,Venezuela,70,648.0,Margaret Peacock,United Package,12.00,1997-03-25 00:00:00.000,Medium Value,10485,1,LINOD,0.1,4
Queso Cabrales,84.0,5,5,San Cristóbal,Dairy Products,HILARION-Abastos,Cooperativa de Quesos 'Las Cabras',Venezuela,11,84.0,Nancy Davolio,United Package,16.80,1997-03-26 00:00:00.000,High Value,10486,4,HILAA,0,1
Manjimup Dried Apples,1060.0,24,25,San Cristóbal,Produce,HILARION-Abastos,G'day Mate,Venezuela,51,1060.0,Nancy Davolio,United Package,42.40,1997-03-26 00:00:00.000,High Value,10486,7,HILAA,0,1
Longlife Tofu,128.0,4,16,San Cristóbal,Produce,HILARION-Abastos,Tokyo Traders,Venezuela,74,128.0,Nancy Davolio,United Package,8.00,1997-03-26 00:00:00.000,High Value,10486,7,HILAA,0,1
Teatime Chocolate Biscuits,36.5,8,5,Sao Paulo,Confections,Queen Cozinha,Specialty Biscuits Ltd.,Brazil,19,36.5,Andrew Fuller,United Package,7.30,1997-03-26 00:00:00.000,High Value,10487,3,QUEEN,0,2
Gumbär Gummibärchen,747.0,11,30,Sao Paulo,Confections,Queen Cozinha,Heli Süßwaren GmbH & Co. KG,Brazil,26,747.0,Andrew Fuller,United Package,24.90,1997-03-26 00:00:00.000,High Value,10487,3,QUEEN,0,2
Tourtière,106.20000000000002,25,24,Sao Paulo,Meat/Poultry,Queen Cozinha,Ma Maison,Brazil,54,106.20000000000002,Andrew Fuller,United Package,5.90,1997-03-26 00:00:00.000,High Value,10487,6,QUEEN,0.25,2
Raclette Courdavault,1320.0,28,30,München,Dairy Products,Frankenversand,Gai pâturage,Germany,59,1320.0,Laura Callahan,United Package,44.00,1997-03-27 00:00:00.000,High Value,10488,4,FRANK,0,8
Röd Kaviar,192.0,17,20,München,Seafood,Frankenversand,Svensk Sjöföda AB,Germany,73,192.0,Laura Callahan,United Package,12.00,1997-03-27 00:00:00.000,High Value,10488,8,FRANK,0.2,8
Queso Cabrales,189.0,5,15,Salzburg,Dairy Products,Piccolo und mehr,Cooperativa de Quesos 'Las Cabras',Austria,11,189.0,Michael Suyama,United Package,16.80,1997-03-28 00:00:00.000,High Value,10489,4,PICCO,0.25,6
Pavlova,250.20000000000002,7,18,Salzburg,Confections,Piccolo und mehr,Pavlova Ltd.,Austria,16,250.20000000000002,Michael Suyama,United Package,13.90,1997-03-28 00:00:00.000,High Value,10489,3,PICCO,0,6
Raclette Courdavault,2640.0,28,60,San Cristóbal,Dairy Products,HILARION-Abastos,Gai pâturage,Venezuela,59,2640.0,Robert King,United Package,44.00,1997-03-31 00:00:00.000,High Value,10490,4,HILAA,0,7
Scottish Longbreads,300.0,8,30,San Cristóbal,Confections,HILARION-Abastos,Specialty Biscuits Ltd.,Venezuela,68,300.0,Robert King,United Package,10.00,1997-03-31 00:00:00.000,High Value,10490,3,HILAA,0,7
Rhönbräu Klosterbier,223.20000000000002,12,36,San Cristóbal,Beverages,HILARION-Abastos,Plutzer Lebensmittelgroßmärkte AG,Venezuela,75,223.20000000000002,Robert King,United Package,6.20,1997-03-31 00:00:00.000,High Value,10490,1,HILAA,0,7
Gula Malacca,197.625,20,15,Lisboa,Condiments,Furia Bacalhau e Frutos do Mar,Leka Trading,Portugal,44,197.625,Laura Callahan,Federal Shipping,15.50,1997-03-31 00:00:00.000,Low Value,10491,2,FURIB,0.15,8
Original Frankfurter grüne Soße,61.879999999999995,12,7,Lisboa,Condiments,Furia Bacalhau e Frutos do Mar,Plutzer Lebensmittelgroßmärkte AG,Portugal,77,61.879999999999995,Laura Callahan,Federal Shipping,10.40,1997-03-31 00:00:00.000,Low Value,10491,2,FURIB,0.15,8
NuNuCa Nuß-Nougat-Creme,638.4,11,60,Tsawassen,Confections,Bottom-Dollar Markets,Heli Süßwaren GmbH & Co. KG,Canada,25,638.4,Janet Leverling,Speedy Express,11.20,1997-04-01 00:00:00.000,High Value,10492,3,BOTTM,0.05,3
Singaporean Hokkien Fried Mee,212.79999999999998,20,20,Tsawassen,Grains/Cereals,Bottom-Dollar Markets,Leka Trading,Canada,42,212.79999999999998,Janet Leverling,Speedy Express,11.20,1997-04-01 00:00:00.000,High Value,10492,5,BOTTM,0.05,3
Louisiana Fiery Hot Pepper Sauce,226.8,2,15,Toulouse,Condiments,La maison d'Asie,New Orleans Cajun Delights,France,65,226.8,Margaret Peacock,Federal Shipping,16.80,1997-04-02 00:00:00.000,Medium Value,10493,2,LAMAI,0.1,4
Louisiana Hot Spiced Okra,122.4,2,10,Toulouse,Condiments,La maison d'Asie,New Orleans Cajun Delights,France,66,122.4,Margaret Peacock,Federal Shipping,13.60,1997-04-02 00:00:00.000,Medium Value,10493,2,LAMAI,0.1,4
Gudbrandsdalsost,259.2,15,10,Toulouse,Dairy Products,La maison d'Asie,Norske Meierier,France,69,259.2,Margaret Peacock,Federal Shipping,28.80,1997-04-02 00:00:00.000,Medium Value,10493,4,LAMAI,0.1,4
Gnocchi di nonna Alice,912.0,26,30,Sao Paulo,Grains/Cereals,Comércio Mineiro,Pasta Buttini s.r.l.,Brazil,56,912.0,Margaret Peacock,United Package,30.40,1997-04-02 00:00:00.000,Low Value,10494,5,COMMI,0,4
Tunnbröd,72.0,9,10,Vancouver,Grains/Cereals,Laughing Bacchus Wine Cellars,PB Knäckebröd AB,Canada,23,72.0,Janet Leverling,Federal Shipping,7.20,1997-04-03 00:00:00.000,Low Value,10495,5,LAUGB,0,3
Jack's New England Clam Chowder,154.0,19,20,Vancouver,Seafood,Laughing Bacchus Wine Cellars,New England Seafood Cannery,Canada,41,154.0,Janet Leverling,Federal Shipping,7.70,1997-04-03 00:00:00.000,Low Value,10495,8,LAUGB,0,3
Original Frankfurter grüne Soße,52.0,12,5,Vancouver,Condiments,Laughing Bacchus Wine Cellars,Plutzer Lebensmittelgroßmärkte AG,Canada,77,52.0,Janet Leverling,Federal Shipping,10.40,1997-04-03 00:00:00.000,Low Value,10495,2,LAUGB,0,3
Gorgonzola Telino,190.0,14,20,Sao Paulo,Dairy Products,Tradição Hipermercados,Formaggi Fortini s.r.l.,Brazil,31,190.0,Robert King,United Package,10.00,1997-04-04 00:00:00.000,Low Value,10496,4,TRADH,0.05,7
Gnocchi di nonna Alice,425.59999999999997,26,14,Frankfurt a.M.,Grains/Cereals,Lehmanns Marktstand,Pasta Buttini s.r.l.,Germany,56,425.59999999999997,Robert King,Speedy Express,30.40,1997-04-04 00:00:00.000,High Value,10497,5,LEHMS,0,7
Mozzarella di Giovanni,695.0,14,25,Frankfurt a.M.,Dairy Products,Lehmanns Marktstand,Formaggi Fortini s.r.l.,Germany,72,695.0,Robert King,Speedy Express,27.80,1997-04-04 00:00:00.000,High Value,10497,4,LEHMS,0,7
Original Frankfurter grüne Soße,260.0,12,25,Frankfurt a.M.,Condiments,Lehmanns Marktstand,Plutzer Lebensmittelgroßmärkte AG,Germany,77,260.0,Robert King,Speedy Express,10.40,1997-04-04 00:00:00.000,High Value,10497,2,LEHMS,0,7
Guaraná Fantástica,63.0,10,14,San Cristóbal,Beverages,HILARION-Abastos,Refrescos Americanas LTDA,Venezuela,24,63.0,Laura Callahan,United Package,4.50,1997-04-07 00:00:00.000,High Value,10498,1,HILAA,0,8
Boston Crab Meat,92.0,19,5,San Cristóbal,Seafood,HILARION-Abastos,New England Seafood Cannery,Venezuela,40,92.0,Laura Callahan,United Package,18.40,1997-04-07 00:00:00.000,High Value,10498,8,HILAA,0,8
Singaporean Hokkien Fried Mee,420.0,20,30,San Cristóbal,Grains/Cereals,HILARION-Abastos,Leka Trading,Venezuela,42,420.0,Laura Callahan,United Package,14.00,1997-04-07 00:00:00.000,High Value,10498,5,HILAA,0,8
Rössle Sauerkraut,912.0,12,20,Barquisimeto,Produce,LILA-Supermercado,Plutzer Lebensmittelgroßmärkte AG,Venezuela,28,912.0,Margaret Peacock,United Package,45.60,1997-04-08 00:00:00.000,Medium Value,10499,7,LILAS,0,4
Maxilaku,500.0,23,25,Barquisimeto,Confections,LILA-Supermercado,Karkki Oy,Venezuela,49,500.0,Margaret Peacock,United Package,20.00,1997-04-08 00:00:00.000,Medium Value,10499,3,LILAS,0,4
Genen Shouyu,176.7,6,12,Toulouse,Condiments,La maison d'Asie,Mayumi's,France,15,176.7,Michael Suyama,Speedy Express,15.50,1997-04-09 00:00:00.000,Medium Value,10500,2,LAMAI,0.05,6
Rössle Sauerkraut,346.56,12,8,Toulouse,Produce,La maison d'Asie,Plutzer Lebensmittelgroßmärkte AG,France,28,346.56,Michael Suyama,Speedy Express,45.60,1997-04-09 00:00:00.000,Medium Value,10500,7,LAMAI,0.05,6
Tourtière,149.0,25,20,Mannheim,Meat/Poultry,Blauer See Delikatessen,Ma Maison,Germany,54,149.0,Anne Dodsworth,Federal Shipping,7.45,1997-04-09 00:00:00.000,Low Value,10501,6,BLAUS,0,9
Rogede sild,199.5,21,21,México D.F.,Seafood,Pericles Comidas clásicas,Lyngbysild,Mexico,45,199.5,Andrew Fuller,Speedy Express,9.50,1997-04-10 00:00:00.000,Low Value,10502,8,PERIC,0,2
Perth Pasties,196.79999999999998,24,6,México D.F.,Meat/Poultry,Pericles Comidas clásicas,G'day Mate,Mexico,53,196.79999999999998,Andrew Fuller,Speedy Express,32.80,1997-04-10 00:00:00.000,Low Value,10502,6,PERIC,0,2
Laughing Lumberjack Lager,420.0,16,30,México D.F.,Beverages,Pericles Comidas clásicas,Bigfoot Breweries,Mexico,67,420.0,Andrew Fuller,Speedy Express,14.00,1997-04-10 00:00:00.000,Low Value,10502,1,PERIC,0,2
Tofu,1627.5,6,70,Cork,Produce,Hungry Owl All-Night Grocers,Mayumi's,Ireland,14,1627.5,Michael Suyama,United Package,23.25,1997-04-11 00:00:00.000,High Value,10503,7,HUNGO,0,6
Louisiana Fiery Hot Pepper Sauce,421.0,2,20,Cork,Condiments,Hungry Owl All-Night Grocers,New Orleans Cajun Delights,Ireland,65,421.0,Michael Suyama,United Package,21.05,1997-04-11 00:00:00.000,High Value,10503,2,HUNGO,0,6
Chang,228.0,1,12,Seattle,Beverages,White Clover Markets,Exotic Liquids,USA,2,228.0,Margaret Peacock,Federal Shipping,19.00,1997-04-11 00:00:00.000,High Value,10504,1,WHITC,0,4
Sir Rodney's Scones,120.0,8,12,Seattle,Confections,White Clover Markets,Specialty Biscuits Ltd.,USA,21,120.0,Margaret Peacock,Federal Shipping,10.00,1997-04-11 00:00:00.000,High Value,10504,3,WHITC,0,4
Perth Pasties,328.0,24,10,Seattle,Meat/Poultry,White Clover Markets,G'day Mate,USA,53,328.0,Margaret Peacock,Federal Shipping,32.80,1997-04-11 00:00:00.000,High Value,10504,6,WHITC,0,4
Sirop d'érable,712.5,29,25,Seattle,Condiments,White Clover Markets,Forêts d'érables,USA,61,712.5,Margaret Peacock,Federal Shipping,28.50,1997-04-11 00:00:00.000,High Value,10504,2,WHITC,0,4
Tarte au sucre,147.89999999999998,29,3,Montréal,Confections,Mère Paillarde,Forêts d'érables,Canada,62,147.89999999999998,Janet Leverling,Federal Shipping,49.30,1997-04-14 00:00:00.000,High Value,10505,3,MEREP,0,3
NuNuCa Nuß-Nougat-Creme,226.8,11,18,Brandenburg,Confections,Königlich Essen,Heli Süßwaren GmbH & Co. KG,Germany,25,226.8,Anne Dodsworth,United Package,14.00,1997-04-15 00:00:00.000,High Value,10506,3,KOENE,0.1,9
Outback Lager,189.0,7,14,Brandenburg,Beverages,Königlich Essen,Pavlova Ltd.,Germany,70,189.0,Anne Dodsworth,United Package,15.00,1997-04-15 00:00:00.000,High Value,10506,1,KOENE,0.1,9
Ipoh Coffee,586.5,20,15,México D.F.,Beverages,Antonio Moreno Taquería,Leka Trading,Mexico,43,586.5,Robert King,Speedy Express,46.00,1997-04-15 00:00:00.000,Low Value,10507,1,ANTON,0.15,7
Chocolade,162.5625,22,15,México D.F.,Confections,Antonio Moreno Taquería,Zaanse Snoepfabriek,Mexico,48,162.5625,Robert King,Speedy Express,12.75,1997-04-15 00:00:00.000,Low Value,10507,3,ANTON,0.15,7
Konbu,60.0,6,10,Köln,Seafood,Ottilies Käseladen,Mayumi's,Germany,13,60.0,Nancy Davolio,United Package,6.00,1997-04-16 00:00:00.000,Medium Value,10508,8,OTTIK,0,1
Chartreuse verte,180.0,18,10,Köln,Beverages,Ottilies Käseladen,Aux joyeux ecclésiastiques,Germany,39,180.0,Nancy Davolio,United Package,18.00,1997-04-16 00:00:00.000,Medium Value,10508,1,OTTIK,0,1
Rössle Sauerkraut,136.8,12,3,Mannheim,Produce,Blauer See Delikatessen,Plutzer Lebensmittelgroßmärkte AG,Germany,28,136.8,Margaret Peacock,Speedy Express,45.60,1997-04-17 00:00:00.000,Low Value,10509,7,BLAUS,0,4
Thüringer Rostbratwurst,4456.4400000000005,12,36,Boise,Meat/Poultry,Save-a-lot Markets,Plutzer Lebensmittelgroßmärkte AG,USA,29,4456.4400000000005,Michael Suyama,Federal Shipping,123.79,1997-04-18 00:00:00.000,High Value,10510,6,SAVEA,0,6
Rhönbräu Klosterbier,251.1,12,36,Boise,Beverages,Save-a-lot Markets,Plutzer Lebensmittelgroßmärkte AG,USA,75,251.1,Michael Suyama,Federal Shipping,7.75,1997-04-18 00:00:00.000,High Value,10510,1,SAVEA,0.1,6
Chef Anton's Cajun Seasoning,935.0,2,50,Marseille,Condiments,Bon app',New Orleans Cajun Delights,France,4,935.0,Margaret Peacock,Federal Shipping,22.00,1997-04-18 00:00:00.000,High Value,10511,2,BONAP,0.15,4
Uncle Bob's Organic Dried Pears,1275.0,3,50,Marseille,Produce,Bon app',Grandma Kelly's Homestead,France,7,1275.0,Margaret Peacock,Federal Shipping,30.00,1997-04-18 00:00:00.000,High Value,10511,7,BONAP,0.15,4
Northwoods Cranberry Sauce,340.0,3,10,Marseille,Condiments,Bon app',Grandma Kelly's Homestead,France,8,340.0,Margaret Peacock,Federal Shipping,40.00,1997-04-18 00:00:00.000,High Value,10511,2,BONAP,0.15,4
Guaraná Fantástica,38.25,10,10,Sao Paulo,Beverages,Familia Arquibaldo,Refrescos Americanas LTDA,Brazil,24,38.25,Robert King,United Package,4.50,1997-04-21 00:00:00.000,Low Value,10512,1,FAMIA,0.15,7
Spegesild,91.8,21,9,Sao Paulo,Seafood,Familia Arquibaldo,Lyngbysild,Brazil,46,91.8,Robert King,United Package,12.00,1997-04-21 00:00:00.000,Low Value,10512,8,FAMIA,0.15,7
Zaanse koeken,48.449999999999996,22,6,Sao Paulo,Confections,Familia Arquibaldo,Zaanse Snoepfabriek,Brazil,47,48.449999999999996,Robert King,United Package,9.50,1997-04-21 00:00:00.000,Low Value,10512,3,FAMIA,0.15,7
Camembert Pierrot,346.8,28,12,Sao Paulo,Dairy Products,Familia Arquibaldo,Gai pâturage,Brazil,60,346.8,Robert King,United Package,34.00,1997-04-21 00:00:00.000,Low Value,10512,4,FAMIA,0.15,7
Sir Rodney's Scones,320.0,8,40,Stuttgart,Confections,Die Wandernde Kuh,Specialty Biscuits Ltd.,Germany,21,320.0,Robert King,Speedy Express,10.00,1997-04-22 00:00:00.000,Medium Value,10513,3,WANDK,0.2,7
Mascarpone Fabioli,1280.0,14,50,Stuttgart,Dairy Products,Die Wandernde Kuh,Formaggi Fortini s.r.l.,Germany,32,1280.0,Robert King,Speedy Express,32.00,1997-04-22 00:00:00.000,Medium Value,10513,4,WANDK,0.2,7
Sirop d'érable,342.0,29,15,Stuttgart,Condiments,Die Wandernde Kuh,Forêts d'érables,Germany,61,342.0,Robert King,Speedy Express,28.50,1997-04-22 00:00:00.000,Medium Value,10513,2,WANDK,0.2,7
Sir Rodney's Marmalade,3159.0,8,39,Graz,Confections,Ernst Handel,Specialty Biscuits Ltd.,Austria,20,3159.0,Janet Leverling,United Package,81.00,1997-04-22 00:00:00.000,High Value,10514,3,ERNSH,0,3
Rössle Sauerkraut,1596.0,12,35,Graz,Produce,Ernst Handel,Plutzer Lebensmittelgroßmärkte AG,Austria,28,1596.0,Janet Leverling,United Package,45.60,1997-04-22 00:00:00.000,High Value,10514,7,ERNSH,0,3
Gnocchi di nonna Alice,2660.0,26,70,Graz,Grains/Cereals,Ernst Handel,Pasta Buttini s.r.l.,Austria,56,2660.0,Janet Leverling,United Package,38.00,1997-04-22 00:00:00.000,High Value,10514,5,ERNSH,0,3
